t,i,j,τ
27959,15,70,1.0
27979,15,70,1.0
27981,15,70,4.0
28030,15,70,2.0
28033,15,70,11.0
28045,15,70,1.0
28050,15,70,1.0
28052,15,70,9.0
28123,15,70,7.0
28142,15,70,8.0
28155,15,70,1.0
28173,15,70,1.0
28176,15,70,1.0
28178,15,70,1.0
28182,15,70,1.0
28184,15,70,2.0
28187,15,70,1.0
28189,15,70,2.0
28194,15,70,1.0
28204,15,70,14.0
28237,15,70,2.0
28242,15,70,8.0
28251,15,70,2.0
28254,15,70,1.0
28455,15,70,3.0
28459,15,70,20.0
28525,15,70,3.0
28529,15,70,11.0
28566,15,70,2.0
28569,15,70,11.0
28581,15,70,2.0
28584,15,70,5.0
28590,15,70,2.0
28593,15,70,1.0
28595,15,70,1.0
28597,15,70,4.0
28603,15,70,35.0
28670,15,70,1.0
28691,15,70,1.0
28694,15,70,11.0
28776,15,70,15.0
28792,15,70,1.0
28794,15,70,2.0
28799,15,70,3.0
28925,15,70,19.0
28945,15,70,4.0
28950,15,70,3.0
28954,15,70,5.0
28960,15,70,5.0
28966,15,70,5.0
28981,15,70,3.0
29032,15,70,1.0
29034,15,70,2.0
29047,15,70,1.0
29053,15,70,1.0
29073,15,70,1.0
29081,15,70,1.0
29086,15,70,6.0
29093,15,70,5.0
29099,15,70,1.0
29112,15,70,1.0
29119,15,70,1.0
29127,15,70,1.0
29138,15,70,10.0
29160,15,70,2.0
29425,15,70,1.0
29935,15,70,2.0
29940,15,70,1.0
29942,15,70,1.0
29944,15,70,1.0
29947,15,70,3.0
30004,15,70,1.0
30018,15,70,1.0
30020,15,70,1.0
30099,15,70,1.0
30190,15,70,1.0
30196,15,70,2.0
30203,15,70,2.0
30207,15,70,4.0
30244,15,70,1.0
30393,15,70,16.0
30441,15,70,1.0
30444,15,70,2.0
30454,15,70,6.0
30462,15,70,1.0
30467,15,70,2.0
30481,15,70,1.0
30489,15,70,1.0
30546,15,70,2.0
30550,15,70,1.0
30718,15,70,21.0
30743,15,70,1.0
30745,15,70,1.0
30749,15,70,1.0
30758,15,70,4.0
30776,15,70,1.0
30860,15,70,2.0
31207,15,70,4.0
31212,15,70,2.0
31215,15,70,1.0
31217,15,70,12.0
31304,15,70,20.0
31326,15,70,2.0
31329,15,70,1.0
31336,15,70,2.0
31347,15,70,1.0
31540,15,70,3.0
31622,15,70,5.0
31628,15,70,2.0
31720,15,70,1.0
31725,15,70,2.0
31741,15,70,3.0
32603,15,70,1.0
32605,15,70,1.0
32615,15,70,1.0
32619,15,70,1.0
33705,15,70,1.0
33707,15,70,1.0
33715,15,70,1.0
33727,15,70,1.0
33729,15,70,1.0
33789,15,70,1.0
33795,15,70,2.0
33808,15,70,1.0
33810,15,70,1.0
33820,15,70,4.0
33843,15,70,1.0
35365,15,70,3.0
35385,15,70,1.0
35388,15,70,3.0
35411,15,70,7.0
35424,15,70,7.0
35434,15,70,3.0
35439,15,70,1.0
35441,15,70,1.0
35457,15,70,4.0
35495,15,70,1.0
35552,15,70,1.0
35568,15,70,1.0
35635,15,70,5.0
35642,15,70,1.0
35644,15,70,2.0
35702,15,70,3.0
37962,15,70,2.0
37995,15,70,1.0
38068,15,70,1.0
38116,15,70,8.0
38189,15,70,1.0
38261,15,70,2.0
38265,15,70,1.0
38267,15,70,3.0
38516,15,70,2.0
38519,15,70,2.0
38559,15,70,1.0
38745,15,70,1.0
38748,15,70,6.0
38875,15,70,2.0
38961,15,70,1.0
38993,15,70,2.0
39246,15,70,2.0
39249,15,70,1.0
39254,15,70,2.0
39267,15,70,1.0
39269,15,70,2.0
39275,15,70,1.0
39277,15,70,6.0
39284,15,70,5.0
39291,15,70,3.0
39419,15,70,1.0
39424,15,70,2.0
39965,15,70,1.0
39967,15,70,12.0
39981,15,70,2.0
39996,15,70,1.0
39998,15,70,1.0
40003,15,70,1.0
40009,15,70,1.0
40011,15,70,2.0
40020,15,70,7.0
40035,15,70,5.0
40041,15,70,1.0
40043,15,70,5.0
40053,15,70,1.0
40083,15,70,2.0
40095,15,70,3.0
40099,15,70,5.0
40111,15,70,1.0
40115,15,70,1.0
40118,15,70,2.0
40123,15,70,1.0
40125,15,70,2.0
40134,15,70,1.0
40142,15,70,1.0
40247,15,70,1.0
40349,15,70,1.0
42387,15,70,1.0
42509,15,70,3.0
42533,15,70,5.0
42539,15,70,1.0
42555,15,70,2.0
42558,15,70,1.0
42562,15,70,1.0
42564,15,70,2.0
42567,15,70,1.0
42569,15,70,1.0
42584,15,70,3.0
42602,15,70,3.0
42607,15,70,1.0
42612,15,70,1.0
42616,15,70,1.0
42621,15,70,4.0
42627,15,70,2.0
42635,15,70,2.0
42645,15,70,1.0
42647,15,70,2.0
42650,15,70,2.0
42653,15,70,1.0
42658,15,70,2.0
42666,15,70,2.0
42671,15,70,3.0
42698,15,70,5.0
42706,15,70,1.0
42708,15,70,1.0
42710,15,70,2.0
42716,15,70,1.0
42721,15,70,1.0
42736,15,70,1.0
42739,15,70,1.0
42744,15,70,1.0
42794,15,70,1.0
42889,15,70,1.0
42977,15,70,1.0
43891,15,70,2.0
43987,15,70,2.0
43999,15,70,1.0
44013,15,70,2.0
44022,15,70,2.0
44028,15,70,1.0
44031,15,70,2.0
44034,15,70,1.0
44081,15,70,1.0
44164,15,70,2.0
44174,15,70,2.0
44178,15,70,2.0
44278,15,70,1.0
44294,15,70,1.0
44331,15,70,2.0
44441,15,70,14.0
45476,15,70,1.0
46705,15,70,29.0
46736,15,70,1.0
46742,15,70,2.0
46745,15,70,1.0
46754,15,70,2.0
46924,15,70,3.0
46931,15,70,1.0
47084,15,70,4.0
47090,15,70,1.0
47097,15,70,1.0
47104,15,70,1.0
47106,15,70,1.0
47108,15,70,2.0
47273,15,70,1.0
47342,15,70,1.0
47348,15,70,1.0
47354,15,70,1.0
47369,15,70,5.0
47376,15,70,5.0
47382,15,70,2.0
47387,15,70,2.0
47891,15,70,1.0
47936,15,70,2.0
47940,15,70,1.0
47946,15,70,1.0
47958,15,70,2.0
47962,15,70,1.0
47964,15,70,1.0
48033,15,70,1.0
48038,15,70,3.0
48059,15,70,1.0
48061,15,70,3.0
48069,15,70,1.0
48072,15,70,2.0
50992,15,70,2.0
50996,15,70,2.0
50999,15,70,1.0
51010,15,70,4.0
51016,15,70,3.0
51022,15,70,3.0
51086,15,70,1.0
51088,15,70,3.0
51093,15,70,1.0
51100,15,70,1.0
51138,15,70,1.0
51142,15,70,6.0
51159,15,70,2.0
51162,15,70,2.0
51210,15,70,1.0
51224,15,70,1.0
51255,15,70,2.0
51280,15,70,4.0
51321,15,70,19.0
51389,15,70,1.0
51847,15,70,2.0
51851,15,70,1.0
51880,15,70,1.0
51885,15,70,1.0
51888,15,70,2.0
51905,15,70,1.0
51921,15,70,1.0
51939,15,70,1.0
51947,15,70,1.0
51952,15,70,1.0
51958,15,70,1.0
52020,15,70,2.0
52029,15,70,3.0
52034,15,70,6.0
52080,15,70,1.0
52097,15,70,2.0
52154,15,70,1.0
52191,15,70,1.0
52206,15,70,1.0
52208,15,70,1.0
52221,15,70,2.0
52225,15,70,1.0
52231,15,70,2.0
52239,15,70,3.0
52266,15,70,1.0
52270,15,70,1.0
52272,15,70,2.0
52284,15,70,1.0
52333,15,70,1.0
52453,15,70,3.0
52459,15,70,1.0
52466,15,70,1.0
52484,15,70,1.0
52490,15,70,3.0
52497,15,70,5.0
52533,15,70,1.0
52538,15,70,6.0
52545,15,70,4.0
52551,15,70,1.0
52558,15,70,1.0
52568,15,70,4.0
52605,15,70,1.0
52608,15,70,1.0
52628,15,70,1.0
52710,15,70,1.0
52829,15,70,1.0
52861,15,70,1.0
53166,15,70,1.0
53206,15,70,1.0
55471,15,70,1.0
55476,15,70,2.0
55608,15,70,4.0
55639,15,70,1.0
55695,15,70,10.0
56295,15,70,6.0
56302,15,70,1.0
56408,15,70,3.0
56414,15,70,5.0
56424,15,70,5.0
56431,15,70,2.0
56435,15,70,1.0
56437,15,70,3.0
56560,15,70,1.0
56563,15,70,1.0
56577,15,70,2.0
56641,15,70,1.0
56823,15,70,1.0
56972,15,70,1.0
56984,15,70,1.0
57003,15,70,2.0
57090,15,70,2.0
57176,15,70,1.0
57180,15,70,1.0
57184,15,70,2.0
57203,15,70,1.0
57208,15,70,5.0
57237,15,70,2.0
57257,15,70,1.0
57275,15,70,1.0
57277,15,70,1.0
57279,15,70,3.0
57382,15,70,1.0
57388,15,70,1.0
57467,15,70,1.0
57498,15,70,1.0
8311,15,74,2.0
828,15,81,1.0
30788,15,81,4.0
30801,15,81,4.0
30811,15,81,2.0
30825,15,81,2.0
44119,16,1,2.0
48246,16,1,2.0
48275,16,1,1.0
26020,16,2,1.0
26029,16,2,2.0
26032,16,2,1.0
26034,16,2,4.0
26040,16,2,9.0
26095,16,2,1.0
39614,16,9,1.0
39716,16,9,1.0
39719,16,9,2.0
39808,16,9,2.0
13358,16,13,2.0
13383,16,13,1.0
13389,16,13,1.0
34824,16,13,1.0
13275,16,17,1.0
13288,16,17,1.0
13296,16,17,3.0
13300,16,17,3.0
13305,16,17,5.0
13314,16,17,8.0
13328,16,17,1.0
13336,16,17,1.0
13341,16,17,2.0
17694,16,20,1.0
17712,16,20,1.0
47981,16,20,4.0
48004,16,20,1.0
48011,16,20,1.0
48047,16,20,1.0
48050,16,20,4.0
47825,16,23,1.0
47838,16,23,1.0
47846,16,23,1.0
47850,16,23,2.0
13548,16,26,4.0
13553,16,26,1.0
13557,16,26,4.0
13562,16,26,4.0
13567,16,26,2.0
13570,16,26,9.0
13582,16,26,3.0
13175,16,33,4.0
4205,16,35,1.0
4207,16,35,2.0
4211,16,35,1.0
4213,16,35,1.0
4221,16,35,3.0
4227,16,35,1.0
4229,16,35,1.0
4232,16,35,1.0
4237,16,35,2.0
4246,16,35,1.0
4248,16,35,2.0
4407,16,35,9.0
4417,16,35,22.0
4441,16,35,6.0
4448,16,35,2.0
4495,16,35,4.0
4500,16,35,5.0
4507,16,35,1.0
4509,16,35,2.0
4512,16,35,2.0
4519,16,35,13.0
4533,16,35,1.0
4538,16,35,1.0
4540,16,35,25.0
4566,16,35,6.0
4573,16,35,7.0
4583,16,35,2.0
4632,16,35,14.0
4654,16,35,1.0
4673,16,35,8.0
4683,16,35,4.0
4691,16,35,50.0
4743,16,35,1.0
4745,16,35,1.0
4747,16,35,8.0
4759,16,35,1.0
4761,16,35,1.0
4773,16,35,1.0
4778,16,35,5.0
4787,16,35,23.0
4975,16,35,2.0
4988,16,35,4.0
4994,16,35,2.0
4997,16,35,1.0
5002,16,35,1.0
5004,16,35,4.0
5011,16,35,3.0
5016,16,35,6.0
5029,16,35,2.0
5036,16,35,9.0
5046,16,35,2.0
5051,16,35,2.0
5057,16,35,1.0
5062,16,35,1.0
5070,16,35,3.0
5075,16,35,1.0
5079,16,35,5.0
5086,16,35,4.0
5092,16,35,3.0
5098,16,35,5.0
5111,16,35,2.0
5116,16,35,3.0
5120,16,35,2.0
5123,16,35,3.0
5127,16,35,1.0
5131,16,35,1.0
5133,16,35,1.0
5135,16,35,2.0
5140,16,35,2.0
5162,16,35,2.0
5175,16,35,1.0
21543,16,35,2.0
21546,16,35,1.0
35177,16,35,1.0
35180,16,35,8.0
35190,16,35,6.0
35200,16,35,2.0
35203,16,35,11.0
35217,16,35,2.0
35222,16,35,6.0
35229,16,35,1.0
35365,16,35,21.0
35390,16,35,4.0
35399,16,35,3.0
35404,16,35,2.0
35407,16,35,1.0
35426,16,35,2.0
35429,16,35,26.0
35500,16,35,7.0
35508,16,35,3.0
35519,16,35,2.0
35522,16,35,1.0
35524,16,35,4.0
35531,16,35,1.0
35533,16,35,12.0
35635,16,35,5.0
35642,16,35,4.0
35653,16,35,1.0
35665,16,35,2.0
35669,16,35,1.0
35673,16,35,1.0
35770,16,35,2.0
35785,16,35,1.0
272,16,38,1.0
274,16,38,4.0
25969,16,38,1.0
25971,16,38,7.0
39893,16,38,1.0
40040,16,38,8.0
56297,16,38,3.0
158,16,42,2.0
165,16,42,1.0
172,16,42,2.0
184,16,42,1.0
294,16,42,14.0
311,16,42,2.0
314,16,42,15.0
330,16,42,2.0
336,16,42,1.0
338,16,42,5.0
345,16,42,3.0
350,16,42,2.0
362,16,42,1.0
364,16,42,2.0
367,16,42,2.0
371,16,42,1.0
381,16,42,2.0
417,16,42,3.0
421,16,42,1.0
425,16,42,2.0
428,16,42,1.0
430,16,42,1.0
436,16,42,2.0
441,16,42,1.0
444,16,42,2.0
448,16,42,4.0
454,16,42,6.0
462,16,42,2.0
466,16,42,2.0
474,16,42,7.0
483,16,42,4.0
488,16,42,9.0
502,16,42,14.0
525,16,42,2.0
528,16,42,8.0
552,16,42,1.0
559,16,42,13.0
573,16,42,7.0
625,16,42,10.0
686,16,42,4.0
692,16,42,2.0
696,16,42,2.0
710,16,42,1.0
727,16,42,6.0
736,16,42,18.0
755,16,42,8.0
764,16,42,2.0
767,16,42,2.0
776,16,42,3.0
782,16,42,15.0
799,16,42,3.0
807,16,42,1.0
810,16,42,1.0
817,16,42,1.0
886,16,42,1.0
890,16,42,1.0
899,16,42,1.0
916,16,42,2.0
919,16,42,2.0
934,16,42,1.0
1001,16,42,2.0
1308,16,42,2.0
1419,16,42,2.0
1443,16,42,1.0
1459,16,42,3.0
1463,16,42,1.0
2936,16,42,1.0
3237,16,42,1.0
3251,16,42,7.0
3263,16,42,8.0
3273,16,42,7.0
3282,16,42,5.0
3288,16,42,3.0
3297,16,42,1.0
4070,16,42,1.0
4185,16,42,1.0
4187,16,42,1.0
4190,16,42,2.0
4222,16,42,2.0
4235,16,42,10.0
4246,16,42,1.0
4248,16,42,1.0
4498,16,42,5.0
4509,16,42,5.0
4630,16,42,1.0
4633,16,42,6.0
4640,16,42,1.0
5641,16,42,9.0
5654,16,42,1.0
5656,16,42,2.0
5922,16,42,1.0
7899,16,42,5.0
7916,16,42,1.0
8038,16,42,2.0
8146,16,42,4.0
8153,16,42,1.0
8163,16,42,4.0
8168,16,42,2.0
8196,16,42,2.0
8200,16,42,1.0
8204,16,42,1.0
8215,16,42,7.0
8223,16,42,1.0
8247,16,42,1.0
8284,16,42,12.0
8297,16,42,1.0
8299,16,42,6.0
8306,16,42,5.0
8313,16,42,5.0
8324,16,42,1.0
8331,16,42,4.0
8346,16,42,2.0
8351,16,42,2.0
8354,16,42,1.0
8357,16,42,2.0
8368,16,42,1.0
8538,16,42,2.0
8562,16,42,1.0
8596,16,42,3.0
8604,16,42,13.0
8619,16,42,3.0
8623,16,42,4.0
8634,16,42,4.0
8646,16,42,9.0
8660,16,42,1.0
8668,16,42,1.0
8707,16,42,1.0
8725,16,42,3.0
8827,16,42,1.0
8868,16,42,1.0
9251,16,42,1.0
9257,16,42,2.0
9286,16,42,2.0
9304,16,42,1.0
9348,16,42,2.0
9358,16,42,5.0
9411,16,42,1.0
9413,16,42,4.0
9421,16,42,7.0
9432,16,42,1.0
9447,16,42,2.0
9509,16,42,3.0
9517,16,42,27.0
9545,16,42,20.0
9607,16,42,9.0
9623,16,42,1.0
9630,16,42,2.0
9643,16,42,1.0
9647,16,42,2.0
9651,16,42,2.0
9655,16,42,1.0
9669,16,42,1.0
9672,16,42,1.0
9674,16,42,4.0
9679,16,42,2.0
9690,16,42,1.0
9696,16,42,1.0
9702,16,42,2.0
9708,16,42,1.0
9719,16,42,1.0
9721,16,42,3.0
9730,16,42,2.0
9778,16,42,7.0
9788,16,42,13.0
10026,16,42,3.0
10140,16,42,3.0
10218,16,42,1.0
10220,16,42,2.0
10223,16,42,3.0
10233,16,42,5.0
10239,16,42,1.0
12715,16,42,13.0
12764,16,42,3.0
12772,16,42,2.0
12806,16,42,5.0
12843,16,42,6.0
12858,16,42,1.0
12863,16,42,6.0
12996,16,42,2.0
13009,16,42,3.0
13014,16,42,1.0
13054,16,42,2.0
13863,16,42,1.0
13867,16,42,2.0
13900,16,42,6.0
13914,16,42,3.0
13920,16,42,9.0
13930,16,42,1.0
13935,16,42,1.0
13961,16,42,3.0
13977,16,42,2.0
14032,16,42,4.0
14038,16,42,1.0
14041,16,42,1.0
14045,16,42,1.0
14050,16,42,3.0
14060,16,42,2.0
14072,16,42,2.0
14075,16,42,2.0
14082,16,42,4.0
14087,16,42,1.0
14090,16,42,1.0
14110,16,42,3.0
14229,16,42,3.0
14239,16,42,6.0
14250,16,42,2.0
14256,16,42,2.0
14260,16,42,2.0
14263,16,42,1.0
14283,16,42,1.0
14301,16,42,1.0
14303,16,42,1.0
14305,16,42,8.0
14320,16,42,10.0
14364,16,42,1.0
16118,16,42,2.0
16121,16,42,3.0
16273,16,42,3.0
16277,16,42,3.0
16537,16,42,1.0
16996,16,42,2.0
16999,16,42,1.0
17050,16,42,1.0
17053,16,42,3.0
17058,16,42,3.0
17069,16,42,1.0
17071,16,42,4.0
17076,16,42,2.0
17079,16,42,4.0
17086,16,42,3.0
17097,16,42,2.0
18262,16,42,3.0
18413,16,42,2.0
18417,16,42,1.0
18421,16,42,1.0
18489,16,42,3.0
18494,16,42,4.0
18499,16,42,4.0
18504,16,42,3.0
18513,16,42,3.0
18517,16,42,3.0
18534,16,42,3.0
18557,16,42,2.0
18580,16,42,2.0
18610,16,42,2.0
18639,16,42,1.0
18642,16,42,2.0
18677,16,42,2.0
18682,16,42,3.0
18691,16,42,1.0
18693,16,42,4.0
18698,16,42,1.0
18701,16,42,8.0
18712,16,42,2.0
18715,16,42,4.0
18722,16,42,8.0
21187,16,42,3.0
21719,16,42,6.0
21747,16,42,8.0
21757,16,42,4.0
21763,16,42,3.0
21769,16,42,2.0
22595,16,42,12.0
22658,16,42,2.0
22663,16,42,1.0
22697,16,42,2.0
22730,16,42,1.0
22740,16,42,4.0
22813,16,42,2.0
22817,16,42,2.0
22820,16,42,6.0
22834,16,42,1.0
22846,16,42,5.0
22854,16,42,20.0
22903,16,42,1.0
22905,16,42,4.0
23035,16,42,15.0
23066,16,42,4.0
24684,16,42,2.0
24692,16,42,3.0
24772,16,42,4.0
24779,16,42,4.0
24790,16,42,1.0
24799,16,42,1.0
24802,16,42,2.0
24805,16,42,1.0
24919,16,42,2.0
24926,16,42,1.0
25019,16,42,3.0
25023,16,42,1.0
25027,16,42,3.0
25041,16,42,2.0
25047,16,42,2.0
25188,16,42,2.0
25469,16,42,3.0
25542,16,42,5.0
25548,16,42,5.0
25566,16,42,2.0
25570,16,42,1.0
25574,16,42,4.0
25582,16,42,1.0
25587,16,42,2.0
25590,16,42,1.0
25628,16,42,1.0
25630,16,42,5.0
25638,16,42,3.0
25648,16,42,1.0
25678,16,42,2.0
25683,16,42,1.0
25697,16,42,2.0
25700,16,42,1.0
25711,16,42,4.0
25733,16,42,1.0
25738,16,42,2.0
25742,16,42,1.0
25752,16,42,6.0
25761,16,42,1.0
25763,16,42,3.0
25775,16,42,1.0
25779,16,42,6.0
25789,16,42,12.0
25817,16,42,6.0
25998,16,42,8.0
26779,16,42,4.0
26789,16,42,4.0
26794,16,42,6.0
26809,16,42,3.0
26813,16,42,7.0
26823,16,42,17.0
26858,16,42,3.0
26862,16,42,3.0
26868,16,42,6.0
26876,16,42,4.0
26883,16,42,12.0
26898,16,42,2.0
26941,16,42,4.0
26957,16,42,2.0
26978,16,42,55.0
27250,16,42,14.0
27268,16,42,5.0
27274,16,42,2.0
27320,16,42,6.0
27396,16,42,1.0
27400,16,42,3.0
27412,16,42,2.0
27415,16,42,2.0
27426,16,42,2.0
29484,16,42,2.0
29513,16,42,1.0
29619,16,42,10.0
29633,16,42,5.0
29643,16,42,7.0
29651,16,42,10.0
29664,16,42,1.0
29669,16,42,1.0
29735,16,42,14.0
29980,16,42,3.0
30001,16,42,1.0
30008,16,42,1.0
30035,16,42,4.0
30041,16,42,4.0
30046,16,42,7.0
30055,16,42,2.0
30058,16,42,30.0
30091,16,42,1.0
30104,16,42,3.0
30108,16,42,4.0
30117,16,42,1.0
30120,16,42,5.0
30128,16,42,1.0
30147,16,42,1.0
30163,16,42,1.0
30306,16,42,3.0
30310,16,42,1.0
30469,16,42,7.0
30482,16,42,1.0
30493,16,42,1.0
30518,16,42,2.0
30521,16,42,2.0
30525,16,42,2.0
30542,16,42,8.0
30555,16,42,1.0
30563,16,42,1.0
30568,16,42,2.0
30573,16,42,1.0
30575,16,42,4.0
30581,16,42,1.0
30583,16,42,1.0
30585,16,42,1.0
30589,16,42,1.0
30608,16,42,2.0
30615,16,42,1.0
30617,16,42,41.0
30661,16,42,5.0
30687,16,42,1.0
30693,16,42,3.0
30698,16,42,1.0
30711,16,42,5.0
30718,16,42,8.0
30760,16,42,4.0
30800,16,42,6.0
30810,16,42,1.0
30812,16,42,8.0
30824,16,42,3.0
30828,16,42,2.0
30831,16,42,1.0
30833,16,42,3.0
30852,16,42,2.0
30855,16,42,1.0
30893,16,42,2.0
30913,16,42,2.0
30916,16,42,5.0
30923,16,42,2.0
30927,16,42,1.0
30937,16,42,17.0
30964,16,42,3.0
30970,16,42,1.0
30973,16,42,3.0
30977,16,42,2.0
30981,16,42,5.0
30989,16,42,1.0
31012,16,42,1.0
31126,16,42,2.0
31133,16,42,4.0
31148,16,42,3.0
31163,16,42,4.0
31171,16,42,1.0
31182,16,42,1.0
31271,16,42,1.0
31427,16,42,4.0
31432,16,42,2.0
31437,16,42,2.0
31454,16,42,3.0
31471,16,42,1.0
31502,16,42,4.0
31510,16,42,2.0
31525,16,42,36.0
31571,16,42,10.0
31585,16,42,27.0
31643,16,42,5.0
31650,16,42,5.0
31663,16,42,3.0
31668,16,42,7.0
31682,16,42,4.0
31687,16,42,1.0
31837,16,42,2.0
33321,16,42,1.0
33820,16,42,8.0
34046,16,42,1.0
34106,16,42,1.0
34108,16,42,15.0
34129,16,42,2.0
34132,16,42,2.0
34135,16,42,1.0
34137,16,42,1.0
34893,16,42,7.0
34919,16,42,15.0
34935,16,42,3.0
34939,16,42,2.0
34963,16,42,1.0
34980,16,42,1.0
34991,16,42,2.0
34998,16,42,3.0
35015,16,42,3.0
35019,16,42,2.0
35048,16,42,1.0
35053,16,42,3.0
35071,16,42,2.0
35214,16,42,2.0
35217,16,42,1.0
35229,16,42,1.0
35667,16,42,2.0
35670,16,42,4.0
35770,16,42,3.0
35858,16,42,2.0
35997,16,42,11.0
36009,16,42,4.0
36014,16,42,4.0
36019,16,42,3.0
36024,16,42,1.0
36033,16,42,14.0
37914,16,42,3.0
37972,16,42,3.0
38537,16,42,2.0
38541,16,42,4.0
39002,16,42,14.0
39021,16,42,1.0
39036,16,42,1.0
39040,16,42,5.0
39824,16,42,6.0
39843,16,42,21.0
39898,16,42,2.0
39907,16,42,3.0
40061,16,42,2.0
40066,16,42,7.0
40078,16,42,1.0
40089,16,42,24.0
40117,16,42,11.0
40129,16,42,6.0
40136,16,42,7.0
40147,16,42,9.0
40158,16,42,6.0
40166,16,42,3.0
40170,16,42,1.0
40173,16,42,4.0
40182,16,42,8.0
40194,16,42,2.0
40198,16,42,1.0
40204,16,42,4.0
40210,16,42,3.0
40218,16,42,5.0
40232,16,42,1.0
40238,16,42,12.0
40298,16,42,2.0
42372,16,42,8.0
42451,16,42,11.0
42501,16,42,6.0
42545,16,42,4.0
42550,16,42,1.0
42644,16,42,1.0
42649,16,42,1.0
42654,16,42,4.0
42666,16,42,1.0
42668,16,42,1.0
42670,16,42,5.0
42677,16,42,9.0
42694,16,42,3.0
43781,16,42,3.0
43794,16,42,27.0
43822,16,42,5.0
43829,16,42,4.0
48692,16,42,3.0
48696,16,42,21.0
48721,16,42,5.0
48729,16,42,9.0
48741,16,42,2.0
48756,16,42,6.0
48763,16,42,1.0
48767,16,42,4.0
48809,16,42,5.0
48831,16,42,3.0
48835,16,42,2.0
48842,16,42,3.0
48846,16,42,1.0
48849,16,42,7.0
48977,16,42,6.0
49063,16,42,16.0
49096,16,42,20.0
50871,16,42,1.0
50933,16,42,6.0
50945,16,42,2.0
50953,16,42,4.0
50958,16,42,1.0
50985,16,42,2.0
51158,16,42,3.0
51891,16,42,3.0
51928,16,42,2.0
52174,16,42,2.0
52255,16,42,8.0
52265,16,42,3.0
52270,16,42,7.0
52278,16,42,14.0
52295,16,42,13.0
52310,16,42,2.0
52314,16,42,1.0
52320,16,42,10.0
52331,16,42,4.0
52343,16,42,3.0
52354,16,42,3.0
52362,16,42,2.0
52365,16,42,2.0
52417,16,42,1.0
52419,16,42,1.0
52421,16,42,1.0
52424,16,42,1.0
52426,16,42,6.0
52434,16,42,11.0
52463,16,42,1.0
52690,16,42,6.0
52697,16,42,2.0
52709,16,42,3.0
52718,16,42,2.0
52724,16,42,3.0
52731,16,42,2.0
52762,16,42,4.0
52767,16,42,2.0
52777,16,42,1.0
52855,16,42,1.0
52858,16,42,1.0
52873,16,42,17.0
52891,16,42,1.0
52894,16,42,4.0
52901,16,42,2.0
52904,16,42,3.0
52924,16,42,12.0
52937,16,42,7.0
52945,16,42,2.0
52991,16,42,2.0
52994,16,42,8.0
53004,16,42,4.0
53011,16,42,3.0
53016,16,42,2.0
53022,16,42,2.0
53026,16,42,19.0
53056,16,42,3.0
53061,16,42,1.0
53063,16,42,1.0
53066,16,42,10.0
53147,16,42,3.0
53151,16,42,3.0
53160,16,42,1.0
53164,16,42,4.0
53169,16,42,1.0
53172,16,42,1.0
53176,16,42,3.0
53180,16,42,1.0
53182,16,42,2.0
53289,16,42,13.0
55023,16,42,9.0
55035,16,42,1.0
55066,16,42,1.0
55138,16,42,9.0
55152,16,42,1.0
55175,16,42,3.0
55191,16,42,2.0
55206,16,42,1.0
55221,16,42,5.0
55229,16,42,4.0
55716,16,42,15.0
55733,16,42,23.0
55949,16,42,5.0
55964,16,42,2.0
55999,16,42,2.0
56011,16,42,3.0
56026,16,42,1.0
56041,16,42,6.0
56053,16,42,1.0
56171,16,42,8.0
56191,16,42,1.0
56197,16,42,3.0
56226,16,42,1.0
56233,16,42,5.0
56249,16,42,1.0
56371,16,42,13.0
56451,16,42,2.0
56455,16,42,2.0
56459,16,42,8.0
56469,16,42,13.0
56499,16,42,4.0
56808,16,42,1.0
56822,16,42,1.0
56828,16,42,1.0
56845,16,42,1.0
56847,16,42,9.0
56964,16,42,6.0
57385,16,42,2.0
57550,16,42,2.0
57553,16,42,4.0
13717,16,45,3.0
13714,16,49,2.0
13717,16,49,1.0
17626,16,51,9.0
47887,16,51,2.0
47891,16,51,1.0
47894,16,51,1.0
47898,16,51,1.0
47900,16,51,5.0
47912,16,51,2.0
47917,16,51,5.0
47924,16,51,2.0
47934,16,51,12.0
13358,16,53,8.0
13372,16,53,1.0
13374,16,53,1.0
13376,16,53,5.0
13386,16,53,1.0
13388,16,53,2.0
13402,16,53,2.0
13406,16,53,1.0
13408,16,53,10.0
34825,16,53,6.0
34832,16,53,11.0
34363,16,55,3.0
34382,16,55,1.0
38639,16,55,3.0
38650,16,55,2.0
38653,16,55,2.0
38658,16,55,3.0
38667,16,55,1.0
34832,16,58,8.0
26250,16,60,1.0
26272,16,60,2.0
26280,16,60,5.0
26297,16,60,4.0
26312,16,60,2.0
26328,16,60,2.0
13806,16,62,2.0
13812,16,62,3.0
13821,16,62,4.0
34355,16,62,2.0
34358,16,62,4.0
34363,16,62,3.0
38639,16,62,1.0
38650,16,62,12.0
38669,16,62,2.0
29817,16,64,1.0
8100,16,69,1.0
25093,16,69,2.0
25260,16,69,1.0
25262,16,69,2.0
25267,16,69,1.0
25269,16,69,1.0
25276,16,69,1.0
25286,16,69,2.0
29343,16,69,6.0
29359,16,69,1.0
29885,16,69,1.0
30774,16,69,4.0
30827,16,69,3.0
30832,16,69,2.0
30836,16,69,1.0
30841,16,69,2.0
30851,16,69,1.0
30860,16,69,1.0
30879,16,69,5.0
31493,16,69,2.0
34941,16,69,1.0
40056,16,69,1.0
