t,i,j
13397.0,49,45
13397.0,54,70
13398.0,55,62
13398.0,25,75
13398.0,49,45
13398.0,54,70
13399.0,54,70
13399.0,25,75
13399.0,55,62
13399.0,61,7
13399.0,46,26
13400.0,49,45
13400.0,25,75
13400.0,55,62
13401.0,55,62
13401.0,49,45
13402.0,16,53
13402.0,55,62
13402.0,54,70
13403.0,16,53
13403.0,55,62
13403.0,25,75
13403.0,57,2
13404.0,55,62
13404.0,54,70
13404.0,57,2
13404.0,25,75
13405.0,25,75
13405.0,54,70
13405.0,55,62
13405.0,46,26
13406.0,57,2
13406.0,16,53
13406.0,32,22
13406.0,32,31
13406.0,25,75
13406.0,55,62
13406.0,12,81
13406.0,46,21
13407.0,32,31
13407.0,55,62
13407.0,12,81
13407.0,46,21
13408.0,81,52
13408.0,55,62
13408.0,15,48
13408.0,16,53
13408.0,26,21
13408.0,31,22
13409.0,32,22
13409.0,57,2
13409.0,16,53
13409.0,26,21
13409.0,55,62
13409.0,46,26
13410.0,16,53
13410.0,12,81
13410.0,57,2
13410.0,25,75
13410.0,55,62
13410.0,32,22
13410.0,12,52
13411.0,31,22
13411.0,55,62
13411.0,46,26
13411.0,12,81
13411.0,46,21
13411.0,16,53
13411.0,32,22
13411.0,25,75
13412.0,55,62
13412.0,86,79
13412.0,46,21
13412.0,32,31
13412.0,16,53
13413.0,55,62
13413.0,32,31
13413.0,16,53
13414.0,86,79
13414.0,32,31
13414.0,25,75
13414.0,55,62
13414.0,16,53
13414.0,46,21
13415.0,55,62
13415.0,16,53
13415.0,26,21
13415.0,25,75
13416.0,76,7
13416.0,46,21
13416.0,46,26
13416.0,31,22
13416.0,16,53
13416.0,25,75
13416.0,55,62
13417.0,26,21
13417.0,76,7
13417.0,16,53
13417.0,55,62
13417.0,46,26
13418.0,26,21
13418.0,61,7
13418.0,55,62
13419.0,46,21
13419.0,61,7
13419.0,55,62
13420.0,46,26
13420.0,26,21
13420.0,46,21
13421.0,46,21
13421.0,57,2
13421.0,61,7
13422.0,49,45
13422.0,25,75
13422.0,46,26
13422.0,26,21
13422.0,61,76
13422.0,46,21
13423.0,25,75
13423.0,61,76
13423.0,26,21
13423.0,49,45
13423.0,46,26
13424.0,61,76
13424.0,25,75
13424.0,13,53
13424.0,49,45
13424.0,26,21
13425.0,25,75
13425.0,81,52
13426.0,25,75
13426.0,13,53
13426.0,81,52
13426.0,61,76
13427.0,46,26
13427.0,25,75
13427.0,61,76
13427.0,81,52
13428.0,81,52
13428.0,61,76
13428.0,46,26
13428.0,25,75
13429.0,49,45
13429.0,25,75
13429.0,61,76
13429.0,46,21
13430.0,25,75
13430.0,61,76
13430.0,46,21
13431.0,49,45
13431.0,32,22
13431.0,46,21
13431.0,25,75
13432.0,25,75
13432.0,46,21
13433.0,25,75
13433.0,54,70
13433.0,32,22
13433.0,26,21
13434.0,25,75
13434.0,49,45
13434.0,61,76
13435.0,49,45
13435.0,61,76
13435.0,25,75
13436.0,49,45
13436.0,25,75
13437.0,26,21
13437.0,25,75
13437.0,49,45
13438.0,26,21
13438.0,49,45
13438.0,25,75
13439.0,61,76
13439.0,49,45
13439.0,55,62
13440.0,49,45
13440.0,61,76
13440.0,86,79
13440.0,25,75
13441.0,25,75
13441.0,12,81
13441.0,15,70
13441.0,49,45
13442.0,25,75
13442.0,49,45
13442.0,12,81
13443.0,61,76
13443.0,25,75
13443.0,55,62
13443.0,63,31
13444.0,49,45
13444.0,25,75
13444.0,57,2
13445.0,49,45
13445.0,61,76
13445.0,25,75
13446.0,25,75
13447.0,61,76
13447.0,57,2
13447.0,25,75
13448.0,57,2
13448.0,25,75
13448.0,61,76
13448.0,79,69
13449.0,79,69
13449.0,61,76
13449.0,25,75
13449.0,15,70
13449.0,57,2
13450.0,55,62
13450.0,14,64
13450.0,69,47
13450.0,61,76
13453.0,14,64
13453.0,15,70
13453.0,57,2
13453.0,49,45
13453.0,46,21
13454.0,15,70
13455.0,15,70
13455.0,69,47
13456.0,15,70
13456.0,49,45
13457.0,46,21
13457.0,49,45
13458.0,69,47
13458.0,49,45
13459.0,69,47
13459.0,61,76
13459.0,49,45
13460.0,46,21
13460.0,69,47
13461.0,55,62
13462.0,55,62
13463.0,69,47
13464.0,69,47
13465.0,69,47
13468.0,15,54
13470.0,54,70
13471.0,55,62
13471.0,15,70
13471.0,61,76
13471.0,61,7
13472.0,55,62
13474.0,32,22
13475.0,32,22
13476.0,32,22
13476.0,12,81
13476.0,55,62
13477.0,32,22
13477.0,4,84
13477.0,55,62
13478.0,55,62
13478.0,61,76
13478.0,4,84
13479.0,61,76
13479.0,4,84
13479.0,55,62
13480.0,55,62
13480.0,29,33
13480.0,61,76
13480.0,4,84
13480.0,32,22
13481.0,32,22
13481.0,61,76
13481.0,55,62
13482.0,61,76
13482.0,32,22
13482.0,55,62
13482.0,4,84
13483.0,61,76
13483.0,12,81
13483.0,32,22
13483.0,55,62
13484.0,32,22
13485.0,61,7
13485.0,32,22
13486.0,32,22
13486.0,12,81
13487.0,46,26
13487.0,32,22
13488.0,46,26
13488.0,32,22
13488.0,55,62
13489.0,46,26
13489.0,55,62
13490.0,26,21
13490.0,55,62
13491.0,32,22
13491.0,46,26
13491.0,55,62
13492.0,55,62
13492.0,46,26
13492.0,32,22
13493.0,55,62
13493.0,46,26
13494.0,55,62
13494.0,46,26
13495.0,32,22
13495.0,55,62
13495.0,46,26
13496.0,55,62
13496.0,32,22
13497.0,32,22
13497.0,46,26
13497.0,55,62
13498.0,55,62
13498.0,32,22
13499.0,55,62
13499.0,32,22
13499.0,71,38
13500.0,71,38
13500.0,55,62
13500.0,61,76
13501.0,46,26
13501.0,55,62
13502.0,46,26
13502.0,55,62
13503.0,46,26
13503.0,55,62
13504.0,46,26
13504.0,55,62
13505.0,26,21
13505.0,46,26
13505.0,55,62
13506.0,55,62
13506.0,46,26
13506.0,26,21
13506.0,12,81
13507.0,55,62
13507.0,46,26
13507.0,12,81
13508.0,46,26
13508.0,55,62
13509.0,55,62
13509.0,46,26
13510.0,46,26
13511.0,46,21
13512.0,12,81
13512.0,15,70
13513.0,15,70
13515.0,55,62
13515.0,12,81
13516.0,12,81
13517.0,12,81
13518.0,55,62
13518.0,12,81
13519.0,12,81
13522.0,15,70
13523.0,15,70
13523.0,12,81
13524.0,12,81
13524.0,55,62
13524.0,49,45
13525.0,55,62
13525.0,12,81
13526.0,12,81
13527.0,12,81
13528.0,12,81
13531.0,12,81
13534.0,12,81
13535.0,12,81
13538.0,12,81
13539.0,12,81
13540.0,26,21
13540.0,12,81
13541.0,26,21
13542.0,78,38
13542.0,12,81
13542.0,49,45
13543.0,78,38
13544.0,12,81
13544.0,78,38
13544.0,49,45
13545.0,49,45
13546.0,78,38
13546.0,49,45
13547.0,49,45
13547.0,29,1
13548.0,49,45
13548.0,16,26
13549.0,16,26
13549.0,12,81
13550.0,16,26
13550.0,49,45
13550.0,78,38
13550.0,12,81
13551.0,78,38
13551.0,49,45
13551.0,16,26
13551.0,12,81
13553.0,12,81
13553.0,49,45
13553.0,16,26
13554.0,12,81
13555.0,49,45
13555.0,12,81
13556.0,86,79
13556.0,12,81
13556.0,78,38
13557.0,12,81
13557.0,16,26
13557.0,78,38
13557.0,86,79
13558.0,13,53
13558.0,12,81
13558.0,16,26
13558.0,14,64
13558.0,86,79
13559.0,12,81
13559.0,86,79
13559.0,63,70
13559.0,16,26
13560.0,86,79
13560.0,16,26
13560.0,63,70
13560.0,12,81
13560.0,49,45
13561.0,63,15
13561.0,12,81
13562.0,16,26
13563.0,16,26
13564.0,16,26
13565.0,16,26
13566.0,61,76
13566.0,63,15
13567.0,16,26
13568.0,16,26
13569.0,86,79
13570.0,86,79
13570.0,16,26
13571.0,86,79
13571.0,16,26
13572.0,86,79
13572.0,16,26
13573.0,16,26
13573.0,86,79
13574.0,16,26
13574.0,86,79
13575.0,16,26
13576.0,16,26
13577.0,16,26
13578.0,16,26
13580.0,13,53
13581.0,13,53
13582.0,16,26
13582.0,13,53
13583.0,16,26
13583.0,13,53
13584.0,13,53
13584.0,16,26
13585.0,86,79
13585.0,13,53
13589.0,86,79
13591.0,86,79
13594.0,86,79
13604.0,86,79
13605.0,86,79
13605.0,1,33
13605.0,15,54
13606.0,15,54
13606.0,29,33
13606.0,86,79
13607.0,54,70
13607.0,1,33
13607.0,15,54
13607.0,86,79
13608.0,54,70
13609.0,7,42
13609.0,54,70
13610.0,54,70
13610.0,29,33
13611.0,86,79
13612.0,86,79
13613.0,86,79
13615.0,15,70
13615.0,15,54
13618.0,86,79
13620.0,86,79
13623.0,57,2
13624.0,55,62
13624.0,78,38
13626.0,55,62
13627.0,55,62
13630.0,25,75
13630.0,55,62
13631.0,25,75
13632.0,46,26
13632.0,25,75
13632.0,78,38
13633.0,46,26
13633.0,25,75
13634.0,25,75
13635.0,25,75
13635.0,86,79
13636.0,25,75
13637.0,25,75
13638.0,86,79
13638.0,25,75
13638.0,71,38
13639.0,71,38
13639.0,78,71
13639.0,46,26
13639.0,25,75
13639.0,86,79
13641.0,78,71
13642.0,78,71
13643.0,78,38
13643.0,78,71
13643.0,26,21
13644.0,26,21
13645.0,26,21
13645.0,78,38
13646.0,78,38
13646.0,26,21
13647.0,78,38
13647.0,26,21
13647.0,86,79
13648.0,78,38
13648.0,86,79
13648.0,71,38
13648.0,25,75
13648.0,26,21
13649.0,25,75
13649.0,81,52
13649.0,78,38
13649.0,26,21
13650.0,25,75
13650.0,46,26
13650.0,26,21
13652.0,86,79
13652.0,25,75
13653.0,46,26
13654.0,25,75
13654.0,46,26
13655.0,26,21
13656.0,46,26
13657.0,46,26
13657.0,86,79
13658.0,86,79
13658.0,46,26
13659.0,46,26
13660.0,46,26
13660.0,86,79
13660.0,49,45
13661.0,86,79
13661.0,39,18
13661.0,49,45
13662.0,26,21
13662.0,71,38
13662.0,49,45
13662.0,46,26
13663.0,49,45
13664.0,49,45
13665.0,49,45
13665.0,46,26
13665.0,61,76
13666.0,61,76
13666.0,49,45
13667.0,49,45
13668.0,25,75
13668.0,49,45
13669.0,81,52
13669.0,49,45
13670.0,49,45
13670.0,81,52
13671.0,49,45
13671.0,81,52
13671.0,46,26
13671.0,71,38
13671.0,26,21
13672.0,46,26
13672.0,71,38
13672.0,26,21
13672.0,49,45
13673.0,49,45
13673.0,86,79
13673.0,26,21
13673.0,46,26
13674.0,49,45
13675.0,49,45
13675.0,86,79
13675.0,46,26
13676.0,49,45
13677.0,86,79
13677.0,49,45
13677.0,26,21
13678.0,86,79
13679.0,49,45
13680.0,49,45
13681.0,49,45
13681.0,13,53
13682.0,49,45
13682.0,15,70
13683.0,15,70
13683.0,49,45
13683.0,46,26
13684.0,49,45
13684.0,15,70
13685.0,46,26
13685.0,49,45
13685.0,29,33
13686.0,49,45
13686.0,86,79
13686.0,46,26
13687.0,26,21
13688.0,26,21
13691.0,81,52
13692.0,49,45
13693.0,49,45
13694.0,49,45
13695.0,49,45
13698.0,26,21
13698.0,46,26
13699.0,46,26
13702.0,26,21
13703.0,26,21
13704.0,26,21
13704.0,46,26
13705.0,46,26
13705.0,49,45
13706.0,49,45
13707.0,46,26
13707.0,26,21
13708.0,26,21
13708.0,46,26
13708.0,86,79
13709.0,86,79
13709.0,17,32
13710.0,86,79
13710.0,26,21
13712.0,86,79
13713.0,86,79
13714.0,16,49
13715.0,16,49
13717.0,16,49
13717.0,49,45
13717.0,81,52
13717.0,16,45
13718.0,16,45
13718.0,49,45
13718.0,61,76
13719.0,26,21
13719.0,49,45
13719.0,16,45
13720.0,26,21
13720.0,86,79
13720.0,46,26
13721.0,86,79
13730.0,22,83
13733.0,81,52
13734.0,81,52
13735.0,81,52
13736.0,81,52
13737.0,78,38
13739.0,46,26
13739.0,78,38
13740.0,31,65
13740.0,78,38
13740.0,26,21
13740.0,46,21
13741.0,26,21
13741.0,31,65
13741.0,46,21
13741.0,78,38
13741.0,46,26
13742.0,78,38
13742.0,46,26
13742.0,26,21
13742.0,46,21
13742.0,31,65
13743.0,31,65
13743.0,26,21
13743.0,78,38
13744.0,26,21
13744.0,78,38
13746.0,55,62
13747.0,39,3
13747.0,55,62
13748.0,78,38
13748.0,39,3
13749.0,78,38
13749.0,46,21
13750.0,55,62
13750.0,46,26
13751.0,46,26
13752.0,55,62
13752.0,46,26
13752.0,81,52
13753.0,81,52
13753.0,46,26
13754.0,81,52
13754.0,78,38
13754.0,46,26
13755.0,46,26
13755.0,48,3
13755.0,78,38
13755.0,81,52
13756.0,46,26
13756.0,48,3
13756.0,81,52
13757.0,55,62
13757.0,48,3
13757.0,81,52
13758.0,48,3
13758.0,55,62
13759.0,55,62
13759.0,48,3
13759.0,15,54
13760.0,48,3
13760.0,55,62
13760.0,15,54
13761.0,15,54
13761.0,55,62
13761.0,48,3
13761.0,86,79
13762.0,48,3
13762.0,55,62
13762.0,15,54
13763.0,15,54
13763.0,55,62
13763.0,86,79
13764.0,15,54
13764.0,55,62
13764.0,86,79
13764.0,81,52
13765.0,15,54
13765.0,86,79
13765.0,55,62
13766.0,86,79
13766.0,15,54
13766.0,81,52
13766.0,55,62
13767.0,15,54
13767.0,86,79
13767.0,55,62
13769.0,46,21
13770.0,46,21
13770.0,48,3
13771.0,46,21
13771.0,48,3
13772.0,46,21
13773.0,46,21
13774.0,46,21
13775.0,46,21
13776.0,48,3
13776.0,46,21
13777.0,46,21
13778.0,46,21
13778.0,15,54
13779.0,15,54
13779.0,46,21
13780.0,15,54
13780.0,46,21
13781.0,46,21
13782.0,15,54
13782.0,46,21
13783.0,46,21
13784.0,46,21
13784.0,4,84
13785.0,68,2
13785.0,81,52
13785.0,15,54
13786.0,15,54
13786.0,68,2
13786.0,46,21
13787.0,68,2
13788.0,46,21
13789.0,68,2
13790.0,68,2
13791.0,46,21
13791.0,68,2
13791.0,79,47
13792.0,46,21
13792.0,68,2
13792.0,79,47
13793.0,78,38
13793.0,68,2
13794.0,86,79
13794.0,78,38
13794.0,46,21
13795.0,46,21
13795.0,68,2
13795.0,86,79
13796.0,68,2
13796.0,4,84
13796.0,46,21
13797.0,46,21
13798.0,46,21
13799.0,46,21
13800.0,46,21
13802.0,46,21
13804.0,86,79
13804.0,46,21
13805.0,86,79
13805.0,46,21
13806.0,86,79
13806.0,46,21
13806.0,16,62
13807.0,16,62
13807.0,46,21
13807.0,13,53
13808.0,46,21
13811.0,49,45
13811.0,46,81
13812.0,49,45
13812.0,46,81
13812.0,16,62
13812.0,81,52
13813.0,16,62
13813.0,81,52
13814.0,16,62
13814.0,49,9
13814.0,81,52
13815.0,55,62
13815.0,81,52
13816.0,81,52
13817.0,49,9
13818.0,49,9
13819.0,81,52
13819.0,81,21
13819.0,79,47
13820.0,81,21
13820.0,79,47
13821.0,16,62
13822.0,81,21
13822.0,16,62
13823.0,16,62
13823.0,18,3
13823.0,55,62
13823.0,81,21
13824.0,16,62
13824.0,55,62
13824.0,68,2
13824.0,46,26
13824.0,81,21
13825.0,81,52
13825.0,81,21
13825.0,55,62
13825.0,26,52
13825.0,18,59
13825.0,21,52
13826.0,81,21
13826.0,81,52
13826.0,21,52
13826.0,32,69
13826.0,18,59
13826.0,46,26
13826.0,55,62
13827.0,32,69
13827.0,55,62
13827.0,18,59
13827.0,81,21
13827.0,46,26
13827.0,21,52
13828.0,46,26
13828.0,81,21
13828.0,55,62
13828.0,18,59
13828.0,68,2
13829.0,46,26
13829.0,81,21
13829.0,81,52
13829.0,18,59
13829.0,26,21
13829.0,21,52
13829.0,68,2
13830.0,26,21
13830.0,46,26
13830.0,68,2
13830.0,26,81
13830.0,81,21
13830.0,21,52
13831.0,68,2
13831.0,26,21
13831.0,26,81
13831.0,26,52
13832.0,26,21
13832.0,46,26
13832.0,68,2
13832.0,26,52
13832.0,13,53
13833.0,46,26
13833.0,68,2
13833.0,13,53
13833.0,26,21
13834.0,13,53
13834.0,68,2
13836.0,46,26
13836.0,55,62
13836.0,26,21
13837.0,46,26
13837.0,55,62
13838.0,26,21
13838.0,46,26
13838.0,55,62
13839.0,68,2
13839.0,46,26
13839.0,55,62
13839.0,18,59
13840.0,18,59
13840.0,55,62
13841.0,57,2
13841.0,55,62
13841.0,46,26
13842.0,55,62
13842.0,46,26
13842.0,57,2
13842.0,13,53
13843.0,46,26
13843.0,18,59
13843.0,55,62
13843.0,13,53
13843.0,57,2
13844.0,46,26
13844.0,55,62
13844.0,57,2
13845.0,46,26
13845.0,55,62
13845.0,18,59
13846.0,55,62
13846.0,46,26
13847.0,46,26
13847.0,18,59
13847.0,81,52
13847.0,68,2
13847.0,55,62
13848.0,13,53
13848.0,57,2
13848.0,55,62
13848.0,18,59
13849.0,55,62
13849.0,57,2
13849.0,68,2
13849.0,46,26
13850.0,68,2
13850.0,57,2
13850.0,55,62
13851.0,57,2
13851.0,68,2
13851.0,55,62
13851.0,57,68
13851.0,46,26
13852.0,46,26
13852.0,68,2
13853.0,57,2
13853.0,68,2
13853.0,55,62
13854.0,57,2
13854.0,46,26
13854.0,55,62
13854.0,26,21
13855.0,57,2
13856.0,26,21
13858.0,57,2
13859.0,57,2
13860.0,57,2
13860.0,46,26
13860.0,86,79
13860.0,81,52
13861.0,49,9
13862.0,26,21
13863.0,18,59
13863.0,26,21
13863.0,16,42
13864.0,18,59
13864.0,57,2
13864.0,46,26
13865.0,57,2
13865.0,46,26
13866.0,81,52
13866.0,46,26
13867.0,16,42
13867.0,46,26
13868.0,46,26
13868.0,81,52
13868.0,16,42
13869.0,46,26
13870.0,46,26
13871.0,46,26
13872.0,49,9
13872.0,26,21
13872.0,46,26
13872.0,45,9
13873.0,49,9
13873.0,45,9
13873.0,26,21
13873.0,46,26
13873.0,57,2
13874.0,45,9
13874.0,46,26
13874.0,57,2
13874.0,49,9
13874.0,81,52
13874.0,18,59
13875.0,49,9
13875.0,46,26
13875.0,81,52
13875.0,57,2
13876.0,57,2
13876.0,81,52
13876.0,49,9
13877.0,81,52
13877.0,49,9
13877.0,46,26
13877.0,57,2
13878.0,49,9
13878.0,57,2
13878.0,45,9
13879.0,57,2
13879.0,49,9
13880.0,46,26
13881.0,46,26
13883.0,57,2
13886.0,57,2
13887.0,57,2
13887.0,4,84
13887.0,46,26
13888.0,46,26
13888.0,4,84
13889.0,4,84
13889.0,46,26
13890.0,4,84
13891.0,4,84
13892.0,4,84
13893.0,46,26
13893.0,4,84
13894.0,46,26
13894.0,4,84
13895.0,46,26
13895.0,4,84
13896.0,4,84
13896.0,46,26
13897.0,4,84
13898.0,4,84
13898.0,46,26
13899.0,4,84
13899.0,46,26
13900.0,55,62
13900.0,16,42
13900.0,4,84
13901.0,46,26
13901.0,55,62
13901.0,16,42
13901.0,4,84
13902.0,55,62
13902.0,46,26
13902.0,60,11
13902.0,40,11
13902.0,16,42
13903.0,60,11
13903.0,82,11
13903.0,46,26
13903.0,81,52
13903.0,55,62
13903.0,16,42
13904.0,13,53
13904.0,60,11
13904.0,55,62
13904.0,16,42
13905.0,55,62
13905.0,16,42
13905.0,46,26
13906.0,55,62
13906.0,46,26
13906.0,68,2
13906.0,81,52
13907.0,68,2
13907.0,55,62
13908.0,55,62
13908.0,68,2
13908.0,4,84
13908.0,81,52
13909.0,55,62
13909.0,46,26
13910.0,46,26
13910.0,55,62
13910.0,4,84
13910.0,57,68
13910.0,81,52
13911.0,4,84
13911.0,46,26
13911.0,68,2
13911.0,55,62
13912.0,4,84
13912.0,55,62
13913.0,13,53
13913.0,55,62
13914.0,16,42
13914.0,55,62
13914.0,46,26
13915.0,16,42
13915.0,55,62
13916.0,55,62
13916.0,16,42
13917.0,55,62
13918.0,81,83
13918.0,52,83
13918.0,81,52
13918.0,4,84
13918.0,55,62
13919.0,55,62
13919.0,46,26
13920.0,46,26
13920.0,16,42
13920.0,4,84
13920.0,55,62
13921.0,55,62
13921.0,46,26
13921.0,4,84
13921.0,16,42
13922.0,4,84
13922.0,46,26
13922.0,55,62
13922.0,16,42
13923.0,46,26
13923.0,55,62
13923.0,16,42
13923.0,81,52
13923.0,4,84
13924.0,16,42
13924.0,46,26
13924.0,55,62
13924.0,4,84
13925.0,55,62
13925.0,46,26
13925.0,16,42
13925.0,4,84
13926.0,55,62
13926.0,16,42
13926.0,4,84
13927.0,55,62
13927.0,46,26
13927.0,16,42
13928.0,16,42
13928.0,13,53
13928.0,55,62
13929.0,55,62
13930.0,55,62
13930.0,16,42
13931.0,55,62
13932.0,46,26
13932.0,55,62
13933.0,46,26
13933.0,55,62
13934.0,46,26
13934.0,55,62
13935.0,57,2
13935.0,55,62
13935.0,16,42
13936.0,26,21
13936.0,55,62
13936.0,57,2
13937.0,26,21
13937.0,57,2
13938.0,26,21
13938.0,84,70
13938.0,57,2
13939.0,26,21
13939.0,84,70
13939.0,57,2
13940.0,26,21
13940.0,57,2
13941.0,13,53
13941.0,26,21
13941.0,57,2
13941.0,84,70
13942.0,57,2
13942.0,13,53
13942.0,86,79
13942.0,26,21
13943.0,57,2
13943.0,13,53
13943.0,26,21
13944.0,84,70
13944.0,13,53
13944.0,57,2
13944.0,26,21
13945.0,13,53
13945.0,57,2
13945.0,26,21
13946.0,84,70
13946.0,57,2
13947.0,57,2
13947.0,46,21
13948.0,26,21
13948.0,84,70
13949.0,26,21
13949.0,84,70
13949.0,68,2
13949.0,25,75
13949.0,55,62
13949.0,13,53
13950.0,25,75
13950.0,55,62
13950.0,57,2
13951.0,55,62
13951.0,57,2
13952.0,57,2
13953.0,55,62
13953.0,57,2
13954.0,55,62
13955.0,55,62
13956.0,55,62
13956.0,79,47
13957.0,55,62
13959.0,57,2
13959.0,84,70
13960.0,57,2
13960.0,26,21
13960.0,84,70
13961.0,26,21
13961.0,16,42
13961.0,84,70
13961.0,13,53
13962.0,55,62
13962.0,16,42
13962.0,13,53
13962.0,84,70
13962.0,26,21
13963.0,16,42
13963.0,55,62
13964.0,55,62
13964.0,84,70
13965.0,84,70
13965.0,55,62
13965.0,26,21
13966.0,84,70
13966.0,79,47
13966.0,55,62
13966.0,26,21
13967.0,84,70
13967.0,79,47
13967.0,55,62
13968.0,79,47
13968.0,55,62
13968.0,13,53
13969.0,13,53
13969.0,55,62
13970.0,55,62
13971.0,55,62
13971.0,84,70
13972.0,26,21
13972.0,55,62
13973.0,55,62
13973.0,84,70
13973.0,26,21
13974.0,55,62
13974.0,84,70
13974.0,26,21
13975.0,84,70
13975.0,26,21
13975.0,55,62
13976.0,13,53
13976.0,26,21
13976.0,55,62
13976.0,84,70
13977.0,84,70
13977.0,55,62
13977.0,26,21
13977.0,16,42
13978.0,55,62
13978.0,26,21
13978.0,16,42
13978.0,84,70
13979.0,55,62
13979.0,26,21
13979.0,84,70
13980.0,55,62
13980.0,13,53
13981.0,84,70
13981.0,55,62
13981.0,31,65
13982.0,55,62
13982.0,84,70
13982.0,13,53
13983.0,55,62
13983.0,31,65
13983.0,84,70
13983.0,26,21
13986.0,86,79
13986.0,13,53
13987.0,84,70
13987.0,13,53
13988.0,55,62
13988.0,84,70
13989.0,55,62
13990.0,13,53
13990.0,84,70
13991.0,13,53
13991.0,84,70
13992.0,13,53
13993.0,84,70
13993.0,13,53
13994.0,84,70
13994.0,13,53
13995.0,13,53
13995.0,84,70
13996.0,84,70
13996.0,13,53
13997.0,84,70
13998.0,13,53
13999.0,13,53
14000.0,13,53
14002.0,13,53
14003.0,13,53
14004.0,13,53
14005.0,13,53
14006.0,84,70
14006.0,13,53
14007.0,13,53
14008.0,13,53
14009.0,13,53
14012.0,13,53
14013.0,13,53
14014.0,13,53
14018.0,13,53
14020.0,84,70
14020.0,13,53
14021.0,13,53
14024.0,84,70
14032.0,16,42
14033.0,16,42
14034.0,16,42
14035.0,16,42
14035.0,55,62
14036.0,55,62
14037.0,55,62
14038.0,16,42
14038.0,84,70
14038.0,55,62
14041.0,16,42
14043.0,55,62
14044.0,78,38
14045.0,16,42
14046.0,78,38
14048.0,84,70
14050.0,16,42
14050.0,55,62
14051.0,16,42
14051.0,55,62
14052.0,55,62
14052.0,16,42
14053.0,55,62
14054.0,55,62
14055.0,55,62
14056.0,55,62
14059.0,55,62
14060.0,16,42
14060.0,55,62
14061.0,16,42
14061.0,84,70
14061.0,55,62
14062.0,55,62
14063.0,55,62
14064.0,55,62
14065.0,55,62
14066.0,55,62
14067.0,55,62
14068.0,55,62
14068.0,84,70
14069.0,84,70
14070.0,84,70
14072.0,16,42
14073.0,16,42
14075.0,16,42
14076.0,16,42
14077.0,55,62
14078.0,55,62
14079.0,39,18
14082.0,16,42
14083.0,16,42
14084.0,16,42
14084.0,55,62
14085.0,16,42
14085.0,55,62
14086.0,55,62
14086.0,84,70
14087.0,84,70
14087.0,55,62
14087.0,16,42
14088.0,55,62
14089.0,55,62
14090.0,84,70
14090.0,16,42
14090.0,55,62
14091.0,55,62
14092.0,55,62
14093.0,55,62
14094.0,55,62
14095.0,55,62
14096.0,55,62
14097.0,55,62
14098.0,55,62
14099.0,55,62
14100.0,55,62
14101.0,55,62
14101.0,15,54
14102.0,15,54
14102.0,55,62
14103.0,55,62
14103.0,15,54
14105.0,15,54
14106.0,15,54
14110.0,16,42
14111.0,16,42
14112.0,15,54
14112.0,16,42
14115.0,43,11
14116.0,43,11
14118.0,43,11
14121.0,48,1
14122.0,48,1
14131.0,43,11
14132.0,43,11
14133.0,43,11
14134.0,84,70
14135.0,43,11
14135.0,84,70
14136.0,43,11
14136.0,84,70
14137.0,84,70
14138.0,86,79
14138.0,84,70
14139.0,84,70
14140.0,84,70
14141.0,84,70
14142.0,86,47
14144.0,86,47
14147.0,86,47
14151.0,46,21
14152.0,15,54
14152.0,46,21
14153.0,15,54
14154.0,81,84
14155.0,81,52
14155.0,15,54
14155.0,81,84
14156.0,15,54
14156.0,81,52
14157.0,15,54
14160.0,48,1
14161.0,48,1
14164.0,32,31
14165.0,32,31
14166.0,32,31
14167.0,32,31
14168.0,32,31
14169.0,32,31
14175.0,31,22
14177.0,31,22
14181.0,12,81
14181.0,12,52
14182.0,12,81
14182.0,79,47
14183.0,12,81
14184.0,12,81
14184.0,12,52
14185.0,12,52
14185.0,12,81
14190.0,15,54
14191.0,54,70
14194.0,43,73
14196.0,46,21
14196.0,86,47
14197.0,46,21
14198.0,46,21
14198.0,32,31
14199.0,32,31
14201.0,15,54
14201.0,32,31
14202.0,15,54
14203.0,15,54
14204.0,15,70
14207.0,55,62
14207.0,22,83
14207.0,57,2
14207.0,32,22
14208.0,15,54
14208.0,55,62
14208.0,57,2
14209.0,15,70
14209.0,55,62
14209.0,15,54
14209.0,57,2
14210.0,15,70
14211.0,15,70
14211.0,15,54
14211.0,54,70
14212.0,15,70
14212.0,81,52
14213.0,15,54
14213.0,81,52
14214.0,15,54
14215.0,15,54
14215.0,32,31
14216.0,15,54
14216.0,55,62
14217.0,31,22
14217.0,15,54
14218.0,57,2
14218.0,81,52
14218.0,31,22
14218.0,15,54
14219.0,15,54
14219.0,57,2
14220.0,57,2
14220.0,15,54
14222.0,22,83
14222.0,81,52
14223.0,81,52
14225.0,15,70
14225.0,32,18
14226.0,43,73
14226.0,15,70
14226.0,32,18
14227.0,32,18
14228.0,32,18
14229.0,16,42
14229.0,32,18
14230.0,32,18
14230.0,81,52
14230.0,16,42
14231.0,81,52
14231.0,16,42
14231.0,32,18
14232.0,81,52
14233.0,31,22
14234.0,57,2
14235.0,57,2
14235.0,31,22
14235.0,15,54
14236.0,32,18
14236.0,57,2
14237.0,57,2
14237.0,31,22
14239.0,16,42
14240.0,57,2
14240.0,16,42
14241.0,32,18
14241.0,16,42
14241.0,57,2
14242.0,15,70
14242.0,57,2
14242.0,16,42
14243.0,22,83
14243.0,16,42
14243.0,57,2
14244.0,16,42
14244.0,15,70
14244.0,57,2
14245.0,57,2
14246.0,57,2
