t,i,j
549.0,1731,1863
549.0,1740,1858
549.0,1591,1858
549.0,1591,1740
549.0,1665,1858
549.0,1650,1668
550.0,1543,1622
550.0,1548,1516
550.0,1550,1448
550.0,1555,1664
550.0,1555,1501
550.0,1559,1523
550.0,1559,1527
550.0,1578,1523
550.0,1642,1739
550.0,1664,1501
550.0,1677,1701
550.0,1681,1523
550.0,1688,1904
550.0,1716,1727
550.0,1767,1840
550.0,1767,1489
550.0,1523,1527
550.0,1576,1599
550.0,1599,1689
550.0,1600,1519
550.0,1716,1434
550.0,1547,1845
550.0,1558,1459
550.0,1716,1845
550.0,1549,1525
550.0,1578,1681
550.0,1585,1599
550.0,1459,1468
550.0,1449,1531
550.0,1500,1511
550.0,1544,1659
550.0,1496,1505
550.0,1647,1495
550.0,1665,1740
550.0,1598,1676
550.0,1645,1756
550.0,1591,1665
550.0,1731,1863
550.0,1740,1858
550.0,1591,1858
550.0,1591,1740
550.0,1665,1858
550.0,1650,1668
551.0,1538,1563
551.0,1576,1599
551.0,1599,1689
551.0,1600,1519
551.0,1689,1443
551.0,1716,1434
551.0,1727,1434
551.0,1761,1493
551.0,1825,1519
551.0,1845,1434
551.0,1547,1845
551.0,1558,1459
551.0,1577,1441
551.0,1628,1463
551.0,1716,1845
551.0,1549,1525
551.0,1578,1681
551.0,1585,1599
551.0,1644,1467
551.0,1857,1441
551.0,1459,1468
551.0,1449,1531
551.0,1500,1511
551.0,1544,1659
551.0,1617,1441
551.0,1496,1505
551.0,1527,1531
551.0,1647,1495
551.0,1665,1740
551.0,1598,1676
551.0,1645,1756
551.0,1591,1665
551.0,1731,1863
551.0,1740,1858
551.0,1591,1858
551.0,1591,1740
551.0,1665,1858
551.0,1650,1668
552.0,1547,1845
552.0,1558,1459
552.0,1577,1617
552.0,1577,1441
552.0,1578,1527
552.0,1582,1513
552.0,1599,1443
552.0,1600,1825
552.0,1628,1463
552.0,1681,1527
552.0,1716,1845
552.0,1549,1525
552.0,1550,1448
552.0,1578,1681
552.0,1585,1599
552.0,1644,1467
552.0,1857,1441
552.0,1459,1468
552.0,1681,1523
552.0,1449,1531
552.0,1500,1511
552.0,1543,1622
552.0,1544,1659
552.0,1617,1441
552.0,1496,1505
552.0,1527,1531
552.0,1647,1495
552.0,1665,1740
552.0,1598,1676
552.0,1645,1756
552.0,1591,1665
552.0,1731,1863
552.0,1740,1858
552.0,1591,1858
552.0,1591,1740
552.0,1665,1858
552.0,1650,1668
553.0,1547,1716
553.0,1549,1525
553.0,1550,1448
553.0,1576,1599
553.0,1578,1681
553.0,1581,1831
553.0,1585,1599
553.0,1642,1739
553.0,1644,1467
553.0,1689,1443
553.0,1767,1489
553.0,1779,1903
553.0,1857,1441
553.0,1459,1468
553.0,1642,1834
553.0,1681,1523
553.0,1761,1493
553.0,1449,1531
553.0,1500,1511
553.0,1543,1622
553.0,1544,1659
553.0,1617,1441
553.0,1496,1505
553.0,1655,1911
553.0,1527,1531
553.0,1647,1495
553.0,1665,1740
553.0,1598,1676
553.0,1645,1756
553.0,1591,1665
553.0,1731,1863
553.0,1740,1858
553.0,1591,1858
553.0,1591,1740
553.0,1665,1858
553.0,1650,1668
554.0,1538,1563
554.0,1608,1700
554.0,1642,1834
554.0,1681,1523
554.0,1761,1493
554.0,1774,1459
554.0,1449,1531
554.0,1497,1526
554.0,1500,1511
554.0,1543,1622
554.0,1544,1659
554.0,1600,1825
554.0,1617,1857
554.0,1617,1441
554.0,1655,1784
554.0,1784,1911
554.0,1853,1513
554.0,1496,1505
554.0,1603,1834
554.0,1655,1911
554.0,1527,1531
554.0,1647,1495
554.0,1600,1519
554.0,1665,1740
554.0,1598,1676
554.0,1645,1756
554.0,1591,1665
554.0,1731,1863
554.0,1740,1858
554.0,1591,1858
554.0,1591,1740
554.0,1665,1858
554.0,1650,1668
555.0,1543,1622
555.0,1544,1659
555.0,1549,1553
555.0,1600,1825
555.0,1617,1857
555.0,1617,1441
555.0,1655,1784
555.0,1688,1443
555.0,1784,1911
555.0,1853,1513
555.0,1919,1427
555.0,1496,1505
555.0,1523,1525
555.0,1578,1681
555.0,1603,1834
555.0,1655,1911
555.0,1716,1784
555.0,1568,1825
555.0,1677,1701
555.0,1527,1531
555.0,1647,1495
555.0,1600,1519
555.0,1665,1740
555.0,1598,1676
555.0,1645,1756
555.0,1591,1665
555.0,1731,1863
555.0,1740,1858
555.0,1591,1858
555.0,1591,1740
555.0,1665,1858
555.0,1650,1668
556.0,1578,1681
556.0,1591,1831
556.0,1599,1531
556.0,1603,1834
556.0,1642,1739
556.0,1644,1467
556.0,1655,1911
556.0,1707,1524
556.0,1716,1784
556.0,1761,1493
556.0,1568,1825
556.0,1647,1831
556.0,1677,1701
556.0,1527,1531
556.0,1647,1495
556.0,1831,1495
556.0,1599,1655
556.0,1600,1519
556.0,1665,1740
556.0,1598,1676
556.0,1645,1756
556.0,1591,1665
556.0,1731,1863
556.0,1740,1858
556.0,1591,1858
556.0,1591,1740
556.0,1665,1858
556.0,1650,1668
557.0,1539,1789
557.0,1568,1825
557.0,1583,1523
557.0,1591,1495
557.0,1594,1696
557.0,1630,1524
557.0,1647,1831
557.0,1655,1527
557.0,1677,1701
557.0,1808,1464
557.0,1527,1531
557.0,1544,1659
557.0,1547,1716
557.0,1603,1643
557.0,1647,1495
557.0,1698,1707
557.0,1831,1495
557.0,1599,1655
557.0,1600,1519
557.0,1665,1740
557.0,1716,1911
557.0,1784,1911
557.0,1496,1505
557.0,1598,1676
557.0,1645,1756
557.0,1591,1665
557.0,1731,1863
557.0,1740,1858
557.0,1591,1858
557.0,1591,1740
557.0,1665,1858
557.0,1650,1668
558.0,1538,1563
558.0,1539,1707
558.0,1544,1659
558.0,1547,1716
558.0,1559,1574
558.0,1577,1599
558.0,1603,1643
558.0,1644,1467
558.0,1647,1495
558.0,1650,1463
558.0,1698,1707
558.0,1698,1764
558.0,1707,1764
558.0,1716,1784
558.0,1761,1493
558.0,1767,1489
558.0,1467,1495
558.0,1543,1622
558.0,1831,1495
558.0,1599,1655
558.0,1600,1519
558.0,1665,1740
558.0,1716,1911
558.0,1784,1911
558.0,1630,1648
558.0,1496,1505
558.0,1598,1676
558.0,1628,1783
558.0,1645,1756
558.0,1591,1665
558.0,1731,1863
558.0,1716,1458
558.0,1740,1858
558.0,1591,1858
558.0,1591,1740
558.0,1665,1858
558.0,1650,1668
559.0,1543,1622
559.0,1547,1458
559.0,1577,1655
559.0,1617,1857
559.0,1617,1441
559.0,1630,1524
559.0,1642,1643
559.0,1642,1739
559.0,1644,1831
559.0,1688,1527
559.0,1831,1495
559.0,1500,1511
559.0,1527,1531
559.0,1599,1655
559.0,1600,1519
559.0,1665,1740
559.0,1716,1911
559.0,1770,1489
559.0,1784,1911
559.0,1630,1648
559.0,1496,1505
559.0,1598,1676
559.0,1628,1783
559.0,1645,1756
559.0,1857,1441
559.0,1591,1665
559.0,1731,1863
559.0,1716,1458
559.0,1740,1858
559.0,1591,1858
559.0,1591,1740
559.0,1665,1858
559.0,1650,1668
560.0,1538,1563
560.0,1568,1674
560.0,1599,1655
560.0,1600,1519
560.0,1628,1489
560.0,1644,1467
560.0,1648,1524
560.0,1665,1740
560.0,1716,1911
560.0,1770,1489
560.0,1784,1911
560.0,1842,1526
560.0,1857,1503
560.0,1911,1458
560.0,1523,1525
560.0,1630,1648
560.0,1681,1529
560.0,1698,1866
560.0,1496,1505
560.0,1577,1599
560.0,1598,1676
560.0,1628,1783
560.0,1645,1756
560.0,1857,1441
560.0,1591,1665
560.0,1731,1863
560.0,1716,1458
560.0,1740,1858
560.0,1591,1858
560.0,1591,1740
560.0,1665,1858
560.0,1650,1668
561.0,1543,1622
561.0,1558,1459
561.0,1580,1463
561.0,1630,1648
561.0,1681,1529
561.0,1698,1866
561.0,1698,1764
561.0,1784,1459
561.0,1825,1519
561.0,1845,1434
561.0,1465,1503
561.0,1496,1505
561.0,1577,1599
561.0,1598,1676
561.0,1628,1783
561.0,1645,1756
561.0,1665,1831
561.0,1676,1434
561.0,1857,1441
561.0,1591,1665
561.0,1647,1495
561.0,1731,1863
561.0,1716,1458
561.0,1740,1858
561.0,1591,1858
561.0,1591,1740
561.0,1665,1858
561.0,1650,1668
562.0,1547,1459
562.0,1577,1599
562.0,1593,1503
562.0,1630,1789
562.0,1642,1739
562.0,1644,1858
562.0,1676,1845
562.0,1681,1523
562.0,1700,1487
562.0,1716,1459
562.0,1767,1489
562.0,1825,1525
562.0,1598,1676
562.0,1628,1783
562.0,1645,1756
562.0,1661,1712
562.0,1665,1831
562.0,1676,1434
562.0,1716,1468
562.0,1857,1441
562.0,1591,1665
562.0,1644,1467
562.0,1647,1495
562.0,1700,1528
562.0,1731,1863
562.0,1665,1740
562.0,1547,1458
562.0,1716,1458
562.0,1740,1858
562.0,1538,1563
562.0,1591,1858
562.0,1591,1740
562.0,1665,1858
562.0,1650,1668
563.0,1598,1676
563.0,1628,1783
563.0,1645,1756
563.0,1661,1712
563.0,1665,1831
563.0,1676,1434
563.0,1676,1470
563.0,1700,1464
563.0,1716,1468
563.0,1831,1465
563.0,1857,1441
563.0,1449,1496
563.0,1458,1468
563.0,1467,1504
563.0,1583,1600
563.0,1591,1665
563.0,1644,1467
563.0,1647,1495
563.0,1700,1528
563.0,1825,1519
563.0,1496,1505
563.0,1731,1863
563.0,1770,1437
563.0,1840,1489
563.0,1665,1740
563.0,1698,1764
563.0,1547,1458
563.0,1716,1458
563.0,1740,1858
563.0,1784,1441
563.0,1458,1459
563.0,1538,1563
563.0,1591,1858
563.0,1591,1740
563.0,1665,1858
563.0,1650,1668
564.0,1577,1599
564.0,1583,1600
564.0,1591,1665
564.0,1599,1779
564.0,1617,1465
564.0,1644,1467
564.0,1647,1495
564.0,1700,1528
564.0,1779,1489
564.0,1825,1519
564.0,1449,1505
564.0,1496,1505
564.0,1519,1529
564.0,1549,1583
564.0,1716,1459
564.0,1731,1863
564.0,1770,1437
564.0,1840,1489
564.0,1459,1468
564.0,1665,1740
564.0,1698,1764
564.0,1547,1558
564.0,1547,1458
564.0,1716,1458
564.0,1740,1858
564.0,1784,1441
564.0,1458,1459
564.0,1538,1563
564.0,1547,1459
564.0,1544,1659
564.0,1591,1858
564.0,1591,1740
564.0,1665,1858
564.0,1650,1668
565.0,1549,1583
565.0,1600,1519
565.0,1645,1756
565.0,1648,1524
565.0,1681,1525
565.0,1716,1459
565.0,1731,1863
565.0,1770,1437
565.0,1840,1489
565.0,1863,1512
565.0,1459,1468
565.0,1519,1523
565.0,1665,1740
565.0,1698,1764
565.0,1731,1512
565.0,1547,1558
565.0,1716,1526
565.0,1547,1458
565.0,1716,1458
565.0,1740,1858
565.0,1784,1441
565.0,1599,1449
565.0,1458,1459
565.0,1538,1563
565.0,1547,1459
565.0,1544,1659
565.0,1591,1858
565.0,1591,1740
565.0,1665,1858
565.0,1650,1668
566.0,1540,1542
566.0,1547,1468
566.0,1665,1740
566.0,1681,1529
566.0,1698,1764
566.0,1731,1512
566.0,1770,1495
566.0,1784,1911
566.0,1853,1532
566.0,1458,1526
566.0,1459,1526
566.0,1547,1558
566.0,1596,1779
566.0,1716,1526
566.0,1547,1458
566.0,1716,1458
566.0,1740,1858
566.0,1784,1441
566.0,1599,1449
566.0,1647,1495
566.0,1458,1459
566.0,1538,1563
566.0,1547,1459
566.0,1500,1511
566.0,1558,1468
566.0,1544,1659
566.0,1591,1858
566.0,1591,1740
566.0,1665,1858
566.0,1650,1668
567.0,1547,1558
567.0,1558,1459
567.0,1596,1779
567.0,1600,1519
567.0,1644,1740
567.0,1671,1911
567.0,1681,1525
567.0,1707,1517
567.0,1716,1526
567.0,1727,1434
567.0,1911,1441
567.0,1919,1427
567.0,1523,1525
567.0,1547,1458
567.0,1676,1434
567.0,1681,1825
567.0,1716,1458
567.0,1740,1858
567.0,1784,1441
567.0,1459,1468
567.0,1599,1449
567.0,1647,1495
567.0,1458,1459
567.0,1538,1563
567.0,1547,1459
567.0,1628,1783
567.0,1731,1863
567.0,1840,1489
567.0,1645,1756
567.0,1500,1511
567.0,1558,1468
567.0,1544,1659
567.0,1591,1858
567.0,1591,1740
567.0,1665,1858
567.0,1650,1668
568.0,1537,1576
568.0,1547,1458
568.0,1563,1592
568.0,1595,1853
568.0,1617,1911
568.0,1676,1434
568.0,1681,1825
568.0,1681,1523
568.0,1716,1458
568.0,1731,1512
568.0,1740,1858
568.0,1784,1441
568.0,1825,1523
568.0,1458,1468
568.0,1459,1468
568.0,1537,1585
568.0,1547,1716
568.0,1599,1449
568.0,1642,1643
568.0,1647,1495
568.0,1665,1740
568.0,1458,1459
568.0,1538,1563
568.0,1547,1459
568.0,1591,1665
568.0,1628,1783
568.0,1731,1863
568.0,1840,1489
568.0,1645,1756
568.0,1500,1511
568.0,1558,1468
568.0,1544,1659
568.0,1591,1858
568.0,1591,1740
568.0,1665,1858
568.0,1650,1668
569.0,1537,1585
569.0,1547,1716
569.0,1549,1553
569.0,1586,1639
569.0,1599,1449
569.0,1642,1643
569.0,1644,1504
569.0,1644,1740
569.0,1647,1495
569.0,1665,1740
569.0,1676,1439
569.0,1784,1911
569.0,1839,1911
569.0,1919,1427
569.0,1434,1439
569.0,1458,1459
569.0,1538,1563
569.0,1547,1459
569.0,1558,1716
569.0,1591,1665
569.0,1628,1783
569.0,1523,1525
569.0,1731,1863
569.0,1840,1489
569.0,1645,1756
569.0,1500,1511
569.0,1558,1468
569.0,1544,1659
569.0,1591,1858
569.0,1591,1740
569.0,1665,1858
569.0,1650,1668
570.0,1538,1563
570.0,1547,1459
570.0,1558,1716
570.0,1591,1665
570.0,1596,1598
570.0,1628,1463
570.0,1628,1783
570.0,1644,1874
570.0,1713,1514
570.0,1783,1463
570.0,1523,1525
570.0,1577,1655
570.0,1599,1655
570.0,1731,1863
570.0,1840,1489
570.0,1645,1756
570.0,1716,1468
570.0,1500,1511
570.0,1558,1468
570.0,1740,1858
570.0,1544,1659
570.0,1591,1858
570.0,1591,1740
570.0,1665,1858
570.0,1650,1668
571.0,1547,1716
571.0,1577,1655
571.0,1592,1600
571.0,1598,1659
571.0,1599,1655
571.0,1731,1512
571.0,1731,1863
571.0,1784,1911
571.0,1840,1489
571.0,1874,1495
571.0,1582,1600
571.0,1645,1756
571.0,1716,1459
571.0,1716,1468
571.0,1547,1558
571.0,1500,1511
571.0,1544,1598
571.0,1558,1468
571.0,1740,1858
571.0,1544,1659
571.0,1577,1599
571.0,1591,1858
571.0,1591,1740
571.0,1665,1858
571.0,1467,1495
571.0,1650,1668
572.0,1549,1553
572.0,1582,1600
572.0,1582,1825
572.0,1592,1911
572.0,1645,1756
572.0,1716,1459
572.0,1716,1468
572.0,1459,1468
572.0,1507,1522
572.0,1523,1525
572.0,1547,1459
572.0,1547,1468
572.0,1547,1558
572.0,1573,1452
572.0,1596,1920
572.0,1500,1511
572.0,1544,1598
572.0,1558,1468
572.0,1740,1858
572.0,1544,1659
572.0,1577,1599
572.0,1591,1858
572.0,1591,1740
572.0,1665,1858
572.0,1467,1495
572.0,1600,1519
572.0,1650,1668
573.0,1547,1459
573.0,1547,1468
573.0,1547,1558
573.0,1549,1523
573.0,1549,1525
573.0,1549,1583
573.0,1550,1791
573.0,1558,1716
573.0,1573,1452
573.0,1596,1920
573.0,1665,1740
573.0,1853,1513
573.0,1500,1511
573.0,1544,1598
573.0,1558,1468
573.0,1700,1528
573.0,1740,1858
573.0,1840,1489
573.0,1857,1441
573.0,1544,1659
573.0,1577,1599
573.0,1591,1858
573.0,1591,1740
573.0,1665,1858
573.0,1467,1495
573.0,1591,1665
573.0,1582,1628
573.0,1600,1519
573.0,1441,1489
573.0,1650,1668
574.0,1544,1598
574.0,1558,1459
574.0,1558,1468
574.0,1700,1528
574.0,1740,1858
574.0,1840,1489
574.0,1857,1441
574.0,1459,1468
574.0,1544,1659
574.0,1577,1599
574.0,1591,1858
574.0,1591,1740
574.0,1665,1858
574.0,1467,1495
574.0,1591,1665
574.0,1582,1628
574.0,1600,1519
574.0,1441,1489
574.0,1650,1668
575.0,1544,1659
575.0,1577,1599
575.0,1591,1858
575.0,1591,1740
575.0,1665,1858
575.0,1666,1495
575.0,1716,1495
575.0,1467,1495
575.0,1495,1521
575.0,1523,1525
575.0,1547,1716
575.0,1591,1665
575.0,1655,1899
575.0,1582,1628
575.0,1600,1519
575.0,1441,1489
575.0,1500,1511
575.0,1650,1668
576.0,1547,1716
576.0,1591,1665
576.0,1643,1645
576.0,1655,1899
576.0,1700,1497
576.0,1582,1628
576.0,1600,1519
576.0,1857,1489
576.0,1441,1489
576.0,1645,1756
576.0,1500,1511
576.0,1650,1668
577.0,1665,1858
577.0,1681,1525
577.0,1700,1497
577.0,1700,1505
577.0,1899,1459
577.0,1582,1628
577.0,1600,1519
577.0,1767,1840
577.0,1857,1489
577.0,1467,1495
577.0,1523,1525
577.0,1544,1659
577.0,1655,1459
577.0,1441,1489
577.0,1645,1756
577.0,1500,1511
577.0,1650,1668
578.0,1558,1678
578.0,1582,1628
578.0,1600,1519
578.0,1603,1899
578.0,1681,1523
578.0,1700,1727
578.0,1767,1840
578.0,1857,1489
578.0,1857,1441
578.0,1467,1495
578.0,1523,1525
578.0,1582,1643
578.0,1591,1665
578.0,1593,1847
578.0,1678,1468
578.0,1544,1659
578.0,1547,1716
578.0,1655,1459
578.0,1441,1489
578.0,1847,1470
578.0,1645,1756
578.0,1647,1713
578.0,1500,1511
578.0,1650,1668
579.0,1577,1599
579.0,1582,1643
579.0,1591,1665
579.0,1593,1847
579.0,1651,1523
579.0,1665,1858
579.0,1678,1468
579.0,1700,1434
579.0,1825,1525
579.0,1840,1489
579.0,1497,1505
579.0,1544,1659
579.0,1547,1716
579.0,1591,1858
579.0,1655,1459
579.0,1673,1680
579.0,1673,1732
579.0,1441,1489
579.0,1847,1470
579.0,1645,1756
579.0,1680,1732
579.0,1647,1713
579.0,1500,1511
579.0,1650,1668
580.0,1543,1842
580.0,1544,1659
580.0,1547,1716
580.0,1562,1467
580.0,1591,1858
580.0,1591,1532
580.0,1655,1459
580.0,1673,1680
580.0,1673,1732
580.0,1673,1765
580.0,1767,1840
580.0,1842,1888
580.0,1858,1532
580.0,1441,1489
580.0,1740,1857
580.0,1847,1470
580.0,1645,1756
580.0,1680,1732
580.0,1562,1574
580.0,1647,1713
580.0,1582,1628
580.0,1500,1511
580.0,1650,1668
581.0,1581,1467
581.0,1583,1523
581.0,1740,1857
581.0,1847,1470
581.0,1467,1495
581.0,1645,1756
581.0,1680,1732
581.0,1840,1489
581.0,1562,1574
581.0,1647,1713
581.0,1582,1628
581.0,1500,1511
581.0,1650,1668
582.0,1573,1452
582.0,1586,1758
582.0,1591,1858
582.0,1645,1756
582.0,1651,1905
582.0,1655,1905
582.0,1680,1765
582.0,1689,1762
582.0,1905,1523
582.0,1655,1523
582.0,1680,1732
582.0,1681,1525
582.0,1840,1489
582.0,1562,1574
582.0,1647,1713
582.0,1582,1628
582.0,1500,1511
582.0,1650,1668
583.0,1543,1842
583.0,1562,1433
583.0,1562,1527
583.0,1600,1519
583.0,1655,1523
583.0,1673,1765
583.0,1731,1863
583.0,1847,1470
583.0,1433,1527
583.0,1580,1463
583.0,1680,1732
583.0,1681,1525
583.0,1825,1519
583.0,1840,1489
583.0,1544,1659
583.0,1562,1574
583.0,1647,1713
583.0,1582,1628
583.0,1500,1511
583.0,1650,1668
584.0,1580,1463
584.0,1591,1665
584.0,1591,1510
584.0,1600,1825
584.0,1622,1727
584.0,1665,1858
584.0,1680,1732
584.0,1681,1525
584.0,1825,1519
584.0,1831,1498
584.0,1840,1489
584.0,1544,1659
584.0,1562,1574
584.0,1647,1713
584.0,1582,1628
584.0,1500,1511
584.0,1650,1668
585.0,1591,1517
585.0,1747,1433
585.0,1784,1911
585.0,1544,1659
585.0,1562,1574
585.0,1647,1713
585.0,1582,1628
585.0,1500,1511
585.0,1650,1668
586.0,1544,1659
586.0,1562,1574
586.0,1617,1441
586.0,1622,1505
586.0,1622,1842
586.0,1647,1713
586.0,1661,1712
586.0,1680,1732
586.0,1582,1628
586.0,1500,1511
586.0,1650,1668
587.0,1600,1519
587.0,1622,1727
587.0,1582,1628
587.0,1599,1655
587.0,1840,1489
587.0,1500,1511
587.0,1650,1668
588.0,1563,1532
588.0,1573,1452
588.0,1593,1521
588.0,1606,1516
588.0,1673,1765
588.0,1740,1857
588.0,1582,1628
588.0,1599,1655
588.0,1617,1740
588.0,1661,1712
588.0,1840,1489
588.0,1500,1511
588.0,1650,1668
589.0,1582,1628
589.0,1599,1655
589.0,1617,1740
589.0,1661,1712
589.0,1840,1489
589.0,1500,1511
589.0,1650,1668
590.0,1582,1628
590.0,1599,1655
590.0,1496,1497
590.0,1582,1603
590.0,1617,1740
590.0,1661,1712
590.0,1740,1857
590.0,1840,1489
590.0,1500,1511
590.0,1650,1668
591.0,1582,1603
591.0,1603,1463
591.0,1617,1740
591.0,1661,1712
591.0,1740,1857
591.0,1840,1489
591.0,1500,1511
591.0,1650,1668
592.0,1681,1825
592.0,1716,1808
592.0,1470,1525
592.0,1582,1628
592.0,1840,1489
592.0,1500,1511
592.0,1650,1668
593.0,1599,1655
593.0,1651,1523
593.0,1731,1863
593.0,1767,1489
593.0,1905,1523
593.0,1651,1905
593.0,1582,1628
593.0,1840,1489
593.0,1500,1511
593.0,1650,1668
594.0,1651,1825
594.0,1651,1905
594.0,1655,1678
594.0,1740,1857
594.0,1853,1513
594.0,1544,1659
594.0,1582,1628
594.0,1716,1808
594.0,1617,1857
594.0,1617,1740
594.0,1840,1489
594.0,1500,1511
594.0,1650,1668
595.0,1544,1659
595.0,1582,1628
595.0,1582,1655
595.0,1661,1712
595.0,1731,1811
595.0,1716,1808
595.0,1617,1857
595.0,1617,1740
595.0,1840,1489
595.0,1599,1655
595.0,1500,1511
595.0,1547,1643
595.0,1650,1668
596.0,1591,1517
596.0,1598,1770
596.0,1599,1825
596.0,1645,1756
596.0,1655,1523
596.0,1716,1808
596.0,1731,1831
596.0,1905,1511
596.0,1507,1522
596.0,1617,1857
596.0,1617,1740
596.0,1655,1681
596.0,1740,1857
596.0,1840,1489
596.0,1599,1681
596.0,1599,1523
596.0,1599,1655
596.0,1500,1511
596.0,1547,1643
596.0,1650,1668
597.0,1617,1857
597.0,1617,1740
597.0,1655,1681
597.0,1661,1712
597.0,1740,1857
597.0,1840,1489
597.0,1579,1678
597.0,1599,1681
597.0,1599,1523
597.0,1582,1628
597.0,1435,1532
597.0,1599,1655
597.0,1500,1511
597.0,1547,1643
597.0,1650,1668
598.0,1544,1659
598.0,1579,1678
598.0,1582,1463
598.0,1583,1523
598.0,1599,1681
598.0,1599,1523
598.0,1666,1767
598.0,1678,1503
598.0,1758,1853
598.0,1582,1628
598.0,1655,1523
598.0,1716,1808
598.0,1435,1532
598.0,1599,1655
598.0,1500,1511
598.0,1547,1643
598.0,1650,1668
599.0,1586,1853
599.0,1731,1863
599.0,1756,1770
599.0,1758,1853
599.0,1582,1628
599.0,1617,1857
599.0,1655,1523
599.0,1617,1740
599.0,1716,1808
599.0,1740,1857
599.0,1435,1532
599.0,1599,1655
599.0,1544,1529
599.0,1500,1511
599.0,1547,1643
599.0,1650,1668
600.0,1582,1628
600.0,1582,1463
600.0,1599,1813
600.0,1617,1857
600.0,1617,1666
600.0,1651,1905
600.0,1655,1523
600.0,1767,1489
600.0,1599,1683
600.0,1617,1740
600.0,1666,1857
600.0,1716,1808
600.0,1740,1857
600.0,1435,1532
600.0,1681,1813
600.0,1599,1655
600.0,1544,1529
600.0,1500,1511
600.0,1547,1643
600.0,1599,1523
600.0,1650,1668
601.0,1582,1905
601.0,1599,1683
601.0,1617,1740
601.0,1666,1857
601.0,1681,1683
601.0,1683,1704
601.0,1716,1808
601.0,1740,1857
601.0,1435,1532
601.0,1582,1651
601.0,1681,1813
601.0,1704,1813
601.0,1580,1668
601.0,1599,1655
601.0,1628,1463
601.0,1683,1813
601.0,1544,1529
601.0,1500,1511
601.0,1547,1643
601.0,1599,1523
601.0,1650,1668
602.0,1582,1651
602.0,1599,1600
602.0,1599,1825
602.0,1603,1513
602.0,1666,1489
602.0,1681,1813
602.0,1704,1813
602.0,1580,1668
602.0,1617,1857
602.0,1651,1905
602.0,1562,1463
602.0,1599,1655
602.0,1628,1463
602.0,1683,1813
602.0,1544,1529
602.0,1500,1511
602.0,1547,1643
602.0,1593,1521
602.0,1562,1628
602.0,1599,1523
602.0,1538,1920
602.0,1650,1668
603.0,1580,1668
603.0,1617,1857
603.0,1651,1905
603.0,1562,1463
603.0,1599,1655
603.0,1628,1463
603.0,1683,1813
603.0,1544,1529
603.0,1558,1516
603.0,1582,1905
603.0,1500,1511
603.0,1547,1643
603.0,1593,1521
603.0,1562,1628
603.0,1599,1523
603.0,1538,1920
603.0,1650,1668
604.0,1549,1599
604.0,1562,1463
604.0,1582,1651
604.0,1599,1655
604.0,1628,1463
604.0,1683,1813
604.0,1544,1529
604.0,1558,1516
604.0,1582,1905
604.0,1500,1511
604.0,1547,1643
604.0,1593,1521
604.0,1562,1628
604.0,1599,1523
604.0,1538,1920
604.0,1920,1522
604.0,1650,1668
605.0,1544,1529
605.0,1558,1516
605.0,1582,1905
605.0,1857,1441
605.0,1500,1511
605.0,1547,1643
605.0,1593,1521
605.0,1562,1628
605.0,1599,1523
605.0,1579,1678
605.0,1538,1920
605.0,1920,1522
605.0,1650,1668
606.0,1547,1643
606.0,1593,1521
606.0,1562,1628
606.0,1840,1489
606.0,1599,1523
606.0,1579,1678
606.0,1538,1920
606.0,1920,1522
606.0,1650,1668
607.0,1544,1659
607.0,1558,1516
607.0,1562,1628
607.0,1655,1523
607.0,1767,1489
607.0,1840,1489
607.0,1538,1522
607.0,1599,1523
607.0,1599,1655
607.0,1628,1463
607.0,1579,1678
607.0,1538,1920
607.0,1920,1522
607.0,1650,1668
608.0,1716,1808
608.0,1558,1468
608.0,1857,1441
608.0,1538,1522
608.0,1599,1523
608.0,1599,1655
608.0,1628,1463
608.0,1579,1678
608.0,1538,1920
608.0,1920,1522
608.0,1650,1668
609.0,1544,1513
609.0,1558,1468
609.0,1651,1905
609.0,1767,1489
609.0,1857,1441
609.0,1538,1522
609.0,1599,1523
609.0,1599,1655
609.0,1628,1463
609.0,1579,1678
609.0,1538,1920
609.0,1920,1522
609.0,1650,1668
610.0,1538,1522
610.0,1544,1659
610.0,1558,1606
610.0,1599,1523
610.0,1599,1655
610.0,1606,1468
610.0,1628,1463
610.0,1668,1825
610.0,1681,1683
610.0,1920,1507
610.0,1716,1808
610.0,1579,1678
610.0,1500,1511
610.0,1538,1920
610.0,1920,1522
610.0,1650,1668
611.0,1547,1765
611.0,1558,1459
611.0,1558,1468
611.0,1606,1516
611.0,1655,1523
611.0,1825,1523
611.0,1459,1468
611.0,1468,1516
611.0,1716,1808
611.0,1579,1678
611.0,1500,1511
611.0,1538,1920
611.0,1920,1522
611.0,1650,1668
612.0,1538,1522
612.0,1716,1808
612.0,1920,1507
612.0,1579,1678
612.0,1600,1519
612.0,1500,1511
612.0,1538,1920
612.0,1920,1522
612.0,1650,1668
613.0,1579,1678
613.0,1586,1758
613.0,1599,1529
613.0,1617,1666
613.0,1645,1756
613.0,1731,1831
613.0,1647,1459
613.0,1599,1525
613.0,1600,1519
613.0,1500,1511
613.0,1538,1920
613.0,1920,1522
613.0,1767,1489
613.0,1650,1668
614.0,1580,1628
614.0,1647,1459
614.0,1599,1525
614.0,1600,1519
614.0,1500,1511
614.0,1538,1920
614.0,1920,1522
614.0,1920,1507
614.0,1767,1489
614.0,1650,1668
615.0,1563,1511
615.0,1599,1525
615.0,1600,1519
615.0,1696,1920
615.0,1731,1513
615.0,1500,1511
