t,i,j
5302.0,210,826
5302.0,17,496
5303.0,265,751
5303.0,63,481
5304.0,63,481
5305.0,265,751
5305.0,63,481
5305.0,120,267
5306.0,265,751
5306.0,63,481
5306.0,448,939
5307.0,63,481
5308.0,56,819
5308.0,63,481
5308.0,80,153
5309.0,63,481
5309.0,209,210
5310.0,39,79
5310.0,63,481
5311.0,63,481
5312.0,63,481
5314.0,153,271
5315.0,56,819
5316.0,56,819
5317.0,196,223
5318.0,63,481
5323.0,63,481
5325.0,56,205
5326.0,56,205
5327.0,56,819
5327.0,196,223
5327.0,63,481
5328.0,196,223
5329.0,56,819
5329.0,196,223
5329.0,63,481
5330.0,196,223
5330.0,63,481
5331.0,196,223
5331.0,63,481
5332.0,196,223
5332.0,63,481
5333.0,196,223
5333.0,63,481
5334.0,196,223
5334.0,63,481
5335.0,196,223
5335.0,63,481
5336.0,63,481
5337.0,63,481
5338.0,63,116
5340.0,194,311
5340.0,63,116
5341.0,63,116
5342.0,120,205
5342.0,63,116
5343.0,63,116
5344.0,63,481
5344.0,120,494
5344.0,63,116
5345.0,56,786
5345.0,63,116
5346.0,56,786
5346.0,120,494
5347.0,63,481
5347.0,63,116
5348.0,63,481
5348.0,63,116
5349.0,63,481
5349.0,63,116
5350.0,63,481
5350.0,120,494
5350.0,63,116
5351.0,63,481
5351.0,120,494
5351.0,63,116
5352.0,63,481
5352.0,120,494
5352.0,63,116
5352.0,196,222
5353.0,63,481
5353.0,63,116
5354.0,120,494
5354.0,196,222
5355.0,120,494
5356.0,120,494
5356.0,63,116
5357.0,120,494
5358.0,120,494
5359.0,63,481
5359.0,120,494
5360.0,63,116
5361.0,63,481
5361.0,120,494
5361.0,63,116
5362.0,63,481
5362.0,123,253
5362.0,120,494
5362.0,63,116
5363.0,63,481
5363.0,63,116
5364.0,63,481
5364.0,63,116
5365.0,63,116
5366.0,63,481
5366.0,63,116
5367.0,63,481
5367.0,63,116
5368.0,63,481
5368.0,120,494
5368.0,63,116
5369.0,63,481
5369.0,80,311
5369.0,120,494
5369.0,63,116
5370.0,63,481
5370.0,120,494
5370.0,63,116
5371.0,63,481
5371.0,271,492
5371.0,120,494
5371.0,63,116
5372.0,63,481
5372.0,153,271
5372.0,120,494
5372.0,63,116
5373.0,63,481
5373.0,120,494
5373.0,63,116
5374.0,120,494
5374.0,63,116
5375.0,63,481
5375.0,120,494
5375.0,63,116
5376.0,222,223
5376.0,120,494
5376.0,63,116
5377.0,63,481
5377.0,153,271
5377.0,120,494
5378.0,222,311
5378.0,120,494
5379.0,222,311
5379.0,116,222
5379.0,95,194
5380.0,119,448
5380.0,95,194
5381.0,119,448
5381.0,95,194
5382.0,222,431
5382.0,119,448
5382.0,63,481
5382.0,95,194
5383.0,119,448
5386.0,335,762
5387.0,63,481
5388.0,63,481
5389.0,63,481
5390.0,63,481
5390.0,335,762
5391.0,63,481
5393.0,63,481
5395.0,56,819
5395.0,63,481
5395.0,56,194
5396.0,56,819
5396.0,63,481
5396.0,56,194
5397.0,63,481
5398.0,63,481
5400.0,63,481
5402.0,63,481
5404.0,265,751
5406.0,95,253
5407.0,123,172
5408.0,123,172
5409.0,335,762
5411.0,63,499
5411.0,335,762
5412.0,63,499
5412.0,335,762
5414.0,63,499
5414.0,335,762
5415.0,335,762
5422.0,102,335
5424.0,265,335
5424.0,335,762
5427.0,102,335
5436.0,153,492
5439.0,153,492
5440.0,153,492
5451.0,335,762
5453.0,118,804
5453.0,194,311
5465.0,80,335
5481.0,80,335
5487.0,265,826
5494.0,751,804
5495.0,751,804
5496.0,751,804
5497.0,751,804
5498.0,751,804
5499.0,265,826
5499.0,751,804
5500.0,268,804
5500.0,751,804
5501.0,268,804
5501.0,751,804
5502.0,268,804
5502.0,751,804
5502.0,268,751
5505.0,335,762
5506.0,335,762
5524.0,154,285
5526.0,268,751
5531.0,335,771
5532.0,267,939
5534.0,311,496
5534.0,335,771
5535.0,275,335
5536.0,275,335
5537.0,275,335
5538.0,311,496
5538.0,275,335
5539.0,311,496
5540.0,311,496
5541.0,311,496
5542.0,311,496
5542.0,762,771
5543.0,311,496
5543.0,771,784
5543.0,762,784
5544.0,311,496
5545.0,311,496
5546.0,311,496
5547.0,311,496
5548.0,311,496
5560.0,153,492
5564.0,762,784
5567.0,311,496
5568.0,311,496
5569.0,311,496
5570.0,311,496
5570.0,265,804
5570.0,335,762
5573.0,335,762
5577.0,804,938
5578.0,804,938
5579.0,804,938
5580.0,804,938
5581.0,804,938
5583.0,311,496
5584.0,311,496
5585.0,804,938
5585.0,311,496
5586.0,804,938
5586.0,311,496
5588.0,311,496
5589.0,311,496
5589.0,80,771
5590.0,804,938
5590.0,311,496
5592.0,311,496
5593.0,222,826
5593.0,311,496
5607.0,154,499
5608.0,120,494
5608.0,154,499
5609.0,120,494
5610.0,222,826
5618.0,95,265
5619.0,95,265
5620.0,95,265
5628.0,120,819
5639.0,153,271
5640.0,172,196
5640.0,153,271
5641.0,153,271
5642.0,120,819
5642.0,153,271
5643.0,120,819
5643.0,153,271
5643.0,63,481
5644.0,153,271
5644.0,63,481
5645.0,153,271
5646.0,153,271
5647.0,153,271
5648.0,804,938
5648.0,153,271
5650.0,185,265
5651.0,185,265
5651.0,63,481
5652.0,63,481
5653.0,120,819
5654.0,120,819
5655.0,120,819
5656.0,120,819
5657.0,120,819
5657.0,35,845
5657.0,153,271
5658.0,120,819
5659.0,153,271
5660.0,265,826
5663.0,63,481
5664.0,153,154
5668.0,63,481
5676.0,120,819
5686.0,240,938
5687.0,240,938
5724.0,102,762
5737.0,172,196
5754.0,17,875
5758.0,120,172
5759.0,120,172
5760.0,17,335
5762.0,17,335
5764.0,17,335
5765.0,17,335
5770.0,172,196
5770.0,17,335
5771.0,172,196
5771.0,17,335
5773.0,48,875
5774.0,17,335
5775.0,17,335
5786.0,194,311
5788.0,17,762
5789.0,17,762
5792.0,194,311
5793.0,194,311
5794.0,194,311
5795.0,194,311
5796.0,194,311
5798.0,194,311
5799.0,194,311
5800.0,194,311
5808.0,120,494
5809.0,205,311
5811.0,240,938
5811.0,311,819
5812.0,153,271
5813.0,240,938
5814.0,205,819
5815.0,311,496
5815.0,95,496
5815.0,205,819
5816.0,95,223
5817.0,95,223
5826.0,223,819
5827.0,223,819
5828.0,223,819
5829.0,223,496
5830.0,223,819
5830.0,153,271
5832.0,223,819
5832.0,223,496
5833.0,223,819
5834.0,223,819
5835.0,223,819
5835.0,223,496
5836.0,223,819
5836.0,223,496
5836.0,150,481
5837.0,223,819
5838.0,223,819
5839.0,223,819
5839.0,223,496
5843.0,311,496
5843.0,223,496
5844.0,223,496
5845.0,223,496
5845.0,153,271
5846.0,223,496
5847.0,223,496
5848.0,223,496
5849.0,153,492
5850.0,223,819
5850.0,223,496
5850.0,153,492
5851.0,223,496
5852.0,223,496
5852.0,223,819
5853.0,223,496
5854.0,223,819
5854.0,223,496
5855.0,223,819
5855.0,223,496
5856.0,223,819
5857.0,223,819
5858.0,223,819
5858.0,223,496
5859.0,223,819
5862.0,223,496
5863.0,223,819
5863.0,223,496
5863.0,120,494
5864.0,223,496
5864.0,223,819
5865.0,496,819
5866.0,120,494
5867.0,496,819
5868.0,496,819
5874.0,223,496
5875.0,223,496
5891.0,153,271
5896.0,153,271
5898.0,153,271
5899.0,153,271
5902.0,153,271
5903.0,153,271
5908.0,153,271
5912.0,153,271
5913.0,153,271
5919.0,153,271
5920.0,153,271
5921.0,153,271
5923.0,268,845
5928.0,153,271
5929.0,153,271
5930.0,153,271
5931.0,153,271
5933.0,153,271
5938.0,153,271
5946.0,118,209
5954.0,265,826
5954.0,153,271
5955.0,265,826
5959.0,265,826
5960.0,265,826
5970.0,265,826
5971.0,265,826
5972.0,265,826
5973.0,265,826
5974.0,265,826
5975.0,265,826
5976.0,265,826
5978.0,153,271
5979.0,153,271
5980.0,153,271
5980.0,131,826
5981.0,265,826
5983.0,131,826
5984.0,153,271
5985.0,153,271
5987.0,153,271
5991.0,153,271
5992.0,153,271
5993.0,153,271
5994.0,153,271
5997.0,153,271
5998.0,153,271
5999.0,153,271
6001.0,35,826
6003.0,153,987
6004.0,271,492
6004.0,153,271
6005.0,153,271
6006.0,153,271
6010.0,15,223
6014.0,153,271
6015.0,15,223
6016.0,15,223
6017.0,15,223
6017.0,153,271
6018.0,15,223
6019.0,15,223
6022.0,153,271
6023.0,153,271
6024.0,153,271
6025.0,194,311
6025.0,153,271
6026.0,153,271
6027.0,153,271
6028.0,153,271
6029.0,194,242
6029.0,153,271
6030.0,153,271
6031.0,153,271
6032.0,153,271
6033.0,153,271
6034.0,153,271
6035.0,153,271
6036.0,153,271
6037.0,153,271
6038.0,153,271
6041.0,153,271
6042.0,153,271
6043.0,153,271
6044.0,153,271
6045.0,153,271
6046.0,194,311
6046.0,153,271
6047.0,153,271
6048.0,194,311
6048.0,153,271
6049.0,153,271
6050.0,15,95
6050.0,153,271
6051.0,15,95
6051.0,153,271
6052.0,15,95
6052.0,153,271
6053.0,15,95
6054.0,15,95
6055.0,15,95
6055.0,153,271
6056.0,15,95
6057.0,15,95
6058.0,15,95
6059.0,15,95
6060.0,15,95
6060.0,153,271
6060.0,63,481
6063.0,153,271
6064.0,153,271
6065.0,153,271
6065.0,63,481
6067.0,63,481
6070.0,153,271
6071.0,153,271
6072.0,153,271
6078.0,153,271
6079.0,153,271
6081.0,153,271
6084.0,153,271
6085.0,153,271
6086.0,153,271
6087.0,153,271
6088.0,153,271
6089.0,153,271
6091.0,153,271
6092.0,153,271
6093.0,153,271
6095.0,153,271
6105.0,751,778
6105.0,17,335
6109.0,154,271
6109.0,153,271
6110.0,154,271
6110.0,153,154
6114.0,153,154
6116.0,153,499
6116.0,120,196
6117.0,154,271
6117.0,153,499
6119.0,153,154
6120.0,154,271
6120.0,153,154
6121.0,154,271
6123.0,154,271
6131.0,153,154
6132.0,153,154
6134.0,153,154
6134.0,154,492
6134.0,123,253
6137.0,123,253
6139.0,123,253
6141.0,242,311
6141.0,154,492
6141.0,123,253
6142.0,154,492
6144.0,154,492
6145.0,154,492
6146.0,154,492
6148.0,242,311
6148.0,153,154
6148.0,154,492
6149.0,153,154
6150.0,153,154
6151.0,153,154
6152.0,153,154
6155.0,275,285
6158.0,79,285
6159.0,120,494
6160.0,120,494
6182.0,448,533
6183.0,448,533
6193.0,119,533
6193.0,119,448
6194.0,119,533
6194.0,119,448
6195.0,119,448
6197.0,448,533
6198.0,448,533
6199.0,271,533
6200.0,271,533
8754.0,39,113
8755.0,39,113
8777.0,29,120
8784.0,79,123
8785.0,79,123
8785.0,211,778
8786.0,79,123
8786.0,273,778
8787.0,79,123
8788.0,79,123
8788.0,268,778
8789.0,79,123
8790.0,79,123
8791.0,79,123
8792.0,79,123
8793.0,79,123
8794.0,79,123
8797.0,79,123
8797.0,778,804
8798.0,79,123
8798.0,778,804
8799.0,79,123
8800.0,79,123
8803.0,79,123
8805.0,39,113
8806.0,39,113
8807.0,79,123
8807.0,113,120
8808.0,29,39
8808.0,39,113
8809.0,79,123
8809.0,39,113
8810.0,79,123
8811.0,273,778
8812.0,273,778
8812.0,29,120
8813.0,79,123
8813.0,273,778
8813.0,29,120
8814.0,29,120
8817.0,39,113
8818.0,39,113
8819.0,39,113
8820.0,120,494
8820.0,39,113
8821.0,39,113
8822.0,39,113
8823.0,39,113
8824.0,265,826
8824.0,39,113
8827.0,211,265
8829.0,184,265
8853.0,120,196
8853.0,29,662
8864.0,120,172
8867.0,29,662
8868.0,120,172
8869.0,29,662
8870.0,29,662
8871.0,29,662
8872.0,481,709
8879.0,268,778
8881.0,778,826
8885.0,50,826
8900.0,131,184
8901.0,50,771
8901.0,50,335
8901.0,150,209
8902.0,50,335
8902.0,184,268
8903.0,150,709
8904.0,50,771
8904.0,118,268
8904.0,184,804
8905.0,184,804
8905.0,268,804
8905.0,184,268
8905.0,209,804
8906.0,184,845
8906.0,184,268
8907.0,184,268
8908.0,184,268
8909.0,184,268
8910.0,184,268
8910.0,118,184
8911.0,275,845
8911.0,184,268
8912.0,275,845
8912.0,275,804
8912.0,184,268
8913.0,184,268
8913.0,211,778
8914.0,184,268
8915.0,184,268
8916.0,184,268
8916.0,118,184
8917.0,184,268
8919.0,275,845
8919.0,275,804
8920.0,492,601
8921.0,492,601
8922.0,492,601
8924.0,50,771
8925.0,492,601
8926.0,492,601
8928.0,118,184
8928.0,275,804
8929.0,153,709
8929.0,275,804
8929.0,804,845
8930.0,275,804
8930.0,153,448
8932.0,804,845
8933.0,211,778
8934.0,275,804
8934.0,211,778
8935.0,205,223
8935.0,275,804
8935.0,211,778
8936.0,205,223
8936.0,211,778
8937.0,268,804
8937.0,211,778
8938.0,211,778
8939.0,205,223
8939.0,211,778
8940.0,211,778
8941.0,211,778
8942.0,211,778
8943.0,211,778
8943.0,118,184
8944.0,211,778
8944.0,118,184
8945.0,211,778
8946.0,211,778
8947.0,211,778
8948.0,205,223
8948.0,211,778
8948.0,118,184
8949.0,118,184
8949.0,211,778
8950.0,118,184
8950.0,211,778
8951.0,211,778
8952.0,211,778
8954.0,211,778
8955.0,211,778
8956.0,205,223
8956.0,211,778
8957.0,211,778
8958.0,211,778
8958.0,205,223
8959.0,211,778
8960.0,211,778
8961.0,211,778
8966.0,15,123
8967.0,15,123
8972.0,275,804
8974.0,211,222
8979.0,751,778
8980.0,273,778
8980.0,751,778
8980.0,275,845
8981.0,273,778
8982.0,273,778
8986.0,17,101
8987.0,17,101
8990.0,153,492
8996.0,15,123
8997.0,275,804
8999.0,275,804
9010.0,265,826
9011.0,265,826
9012.0,265,826
9030.0,804,845
9033.0,116,211
9033.0,118,184
9035.0,116,211
9035.0,118,184
9036.0,273,778
9037.0,273,778
9038.0,804,845
9039.0,804,845
9039.0,116,265
9040.0,804,845
9040.0,120,172
9041.0,15,123
9042.0,15,123
9042.0,118,184
9045.0,15,123
9046.0,273,778
9050.0,184,268
9050.0,275,845
9051.0,275,804
9051.0,184,804
9051.0,118,804
9051.0,184,268
9055.0,184,268
9062.0,15,123
9063.0,15,123
9064.0,15,123
9065.0,15,123
9066.0,15,123
9066.0,273,778
9067.0,15,123
9067.0,35,804
9068.0,184,268
9078.0,273,778
9078.0,751,778
9087.0,17,50
9091.0,105,113
9092.0,105,113
9097.0,105,113
9098.0,39,79
9098.0,105,113
9099.0,211,778
9099.0,105,113
9100.0,105,113
9102.0,105,113
9104.0,95,116
9104.0,105,113
9105.0,105,113
9105.0,21,101
9107.0,116,778
9109.0,105,113
9110.0,105,113
9111.0,105,113
9112.0,105,113
9113.0,105,113
9114.0,105,113
9115.0,105,113
9116.0,105,113
9117.0,105,113
9118.0,153,492
9118.0,105,113
9119.0,105,113
9120.0,105,113
9121.0,105,113
9122.0,105,113
9123.0,105,113
9124.0,105,113
9125.0,105,113
9126.0,105,113
9127.0,105,113
9136.0,105,113
9137.0,105,113
9138.0,105,113
9139.0,105,113
9140.0,105,113
9141.0,105,113
9142.0,105,113
9143.0,105,113
9144.0,105,113
9145.0,105,113
9147.0,105,113
9148.0,105,113
9149.0,105,113
9150.0,105,113
9151.0,105,113
9156.0,105,113
9157.0,105,113
9161.0,105,113
9163.0,15,123
9168.0,804,845
9168.0,778,845
9169.0,804,845
9171.0,804,845
9172.0,105,113
9172.0,804,845
9173.0,105,113
9174.0,105,113
9175.0,105,113
9177.0,105,113
9178.0,105,113
9179.0,105,113
9180.0,120,172
9181.0,120,172
9182.0,120,172
9183.0,120,172
9184.0,778,845
9184.0,120,172
9185.0,105,113
9185.0,120,172
9187.0,105,113
9188.0,105,113
9189.0,105,113
9190.0,105,113
9191.0,105,113
9196.0,105,113
9197.0,105,113
9198.0,105,113
9199.0,105,113
9200.0,105,113
9201.0,105,113
9202.0,778,845
9202.0,105,113
9203.0,105,113
9204.0,184,751
9204.0,105,113
9205.0,105,113
9206.0,105,113
9207.0,105,113
9208.0,105,113
9209.0,105,113
9210.0,105,113
9210.0,184,751
9211.0,105,113
9213.0,21,101
9214.0,105,113
9218.0,105,113
9219.0,21,101
9224.0,105,113
9225.0,105,113
9226.0,184,751
9232.0,63,709
9237.0,205,939
9238.0,184,751
9238.0,205,939
9239.0,205,939
9241.0,184,751
9242.0,184,751
9243.0,184,751
9243.0,205,939
9244.0,184,751
9244.0,205,939
9245.0,184,751
9245.0,205,939
9246.0,184,751
9246.0,105,113
9246.0,205,939
9247.0,184,751
9247.0,105,113
9248.0,105,113
9249.0,105,113
9250.0,105,113
9252.0,105,113
9253.0,105,113
9254.0,105,113
9255.0,778,845
9255.0,120,172
9257.0,105,113
9258.0,105,113
9260.0,105,113
9261.0,105,113
9262.0,120,172
9263.0,105,113
9265.0,105,113
9272.0,172,196
9273.0,172,196
9283.0,105,113
9287.0,105,113
9290.0,265,826
9290.0,105,113
9294.0,105,113
9295.0,778,845
9295.0,105,113
9296.0,105,113
9297.0,105,113
9298.0,105,113
9300.0,105,113
9301.0,63,481
9302.0,105,113
9303.0,222,267
9303.0,153,448
9303.0,105,113
9304.0,105,113
9305.0,105,113
9306.0,105,113
9307.0,105,113
9312.0,105,113
9339.0,63,709
9340.0,63,709
9343.0,63,481
9374.0,150,153
9383.0,153,601
9394.0,17,50
9395.0,17,50
9396.0,17,50
9405.0,179,335
9407.0,50,209
9408.0,50,209
9409.0,50,209
9409.0,17,209
9413.0,21,80
9416.0,311,662
9423.0,80,662
9426.0,311,662
9426.0,496,662
9428.0,335,771
9429.0,335,771
9430.0,335,771
9431.0,335,771
9431.0,80,311
9432.0,335,771
9433.0,311,662
9434.0,335,771
9435.0,335,771
9436.0,335,771
9437.0,335,771
9438.0,335,771
9447.0,63,499
9447.0,63,481
9454.0,63,709
9454.0,481,709
9455.0,79,804
9456.0,63,481
9457.0,63,709
9458.0,63,481
9459.0,63,709
9460.0,481,709
9461.0,63,709
9462.0,63,709
9463.0,265,826
9463.0,184,265
9463.0,63,709
9464.0,265,804
9475.0,63,709
9484.0,79,222
9485.0,79,222
9486.0,79,222
9487.0,79,222
9487.0,63,481
9488.0,79,222
9489.0,79,222
9497.0,79,222
9500.0,79,222
9517.0,63,709
9517.0,153,492
9526.0,153,492
9527.0,153,492
9535.0,63,709
9539.0,63,709
9540.0,63,709
9547.0,63,709
9556.0,63,481
9558.0,63,709
9558.0,63,481
9559.0,63,481
9561.0,29,95
9562.0,29,95
9569.0,50,265
9570.0,21,101
9574.0,21,101
9575.0,21,101
9576.0,21,179
9576.0,63,709
9576.0,153,492
9576.0,63,481
9577.0,265,751
9577.0,63,481
9578.0,63,481
9579.0,63,709
9580.0,63,709
9582.0,335,771
9583.0,662,826
9583.0,311,826
9584.0,662,771
9584.0,662,751
9584.0,311,771
9584.0,311,335
9584.0,101,662
9585.0,335,771
9587.0,265,751
9588.0,751,826
9589.0,209,751
9592.0,118,209
9593.0,63,709
9595.0,21,101
9598.0,222,601
9599.0,222,601
9600.0,63,709
9600.0,222,601
9618.0,63,481
9620.0,63,481
9622.0,63,481
9637.0,119,335
9638.0,119,335
9639.0,119,335
9640.0,119,335
9647.0,119,335
9653.0,63,116
9654.0,63,116
9655.0,63,116
9656.0,63,116
9656.0,63,481
9657.0,63,709
9657.0,481,709
9657.0,63,116
9658.0,63,481
9658.0,63,709
9658.0,63,116
9659.0,63,116
9659.0,116,709
9660.0,63,116
9660.0,116,709
9661.0,63,709
9661.0,63,116
9662.0,63,709
9662.0,223,496
9662.0,63,116
9663.0,63,709
9665.0,63,709
9666.0,63,709
9666.0,63,116
9667.0,63,709
9667.0,116,709
9667.0,63,116
9669.0,63,709
9670.0,63,709
9671.0,63,709
9672.0,63,709
9673.0,63,709
9673.0,63,116
9675.0,265,751
9675.0,63,709
9683.0,179,875
9684.0,179,875
9685.0,17,771
9689.0,116,211
9690.0,116,211
9692.0,116,211
9693.0,116,265
9693.0,116,211
9697.0,63,116
9697.0,311,662
9698.0,481,709
9699.0,63,709
9699.0,481,709
9700.0,63,709
9700.0,63,116
9701.0,63,709
9701.0,116,709
9703.0,481,709
9703.0,63,481
9704.0,29,95
9704.0,63,709
9704.0,63,481
9705.0,63,709
9705.0,29,95
9706.0,29,222
9706.0,63,709
9709.0,481,499
9709.0,79,222
9710.0,153,492
9710.0,79,222
9711.0,153,492
9714.0,153,492
9715.0,153,492
9715.0,21,101
9716.0,63,709
9718.0,153,492
9719.0,153,492
9721.0,63,709
9722.0,63,709
9722.0,448,492
9725.0,63,154
9726.0,63,154
9728.0,153,492
9730.0,492,499
9730.0,153,481
9730.0,63,153
9740.0,481,709
9743.0,153,492
9746.0,153,492
9752.0,153,492
9759.0,29,39
9760.0,29,39
9761.0,29,39
9763.0,29,39
9764.0,153,492
9765.0,153,492
9768.0,153,492
9778.0,63,153
9779.0,29,39
9780.0,29,39
9781.0,29,39
9781.0,63,154
9782.0,29,39
9783.0,29,39
9784.0,29,39
9785.0,29,39
9786.0,29,39
9786.0,63,601
9787.0,63,601
9788.0,29,39
9788.0,63,150
9788.0,63,601
9789.0,29,39
9790.0,29,39
9792.0,15,223
9795.0,29,39
9796.0,29,39
9796.0,153,492
9797.0,29,39
9797.0,153,492
9801.0,17,771
9804.0,153,492
9805.0,153,492
9806.0,153,492
9807.0,153,492
9808.0,153,492
9809.0,153,492
9810.0,153,492
9811.0,153,492
9812.0,153,492
9813.0,153,492
9814.0,153,492
9818.0,29,39
9818.0,153,492
9822.0,265,875
9824.0,29,39
9824.0,153,709
9825.0,153,709
9826.0,29,39
9826.0,153,709
9827.0,153,709
9828.0,265,826
9832.0,29,39
9835.0,29,39
9847.0,153,709
9848.0,153,709
9850.0,63,481
9851.0,63,481
9852.0,63,481
9853.0,153,492
9853.0,63,481
9854.0,63,481
9860.0,153,492
9861.0,153,492
9862.0,275,804
9862.0,153,492
9862.0,116,709
9863.0,153,492
9864.0,153,492
9866.0,275,804
9879.0,153,492
9888.0,153,492
9901.0,265,826
9902.0,265,826
9903.0,265,826
9908.0,153,492
9910.0,153,492
9928.0,153,492
9935.0,265,826
9939.0,265,826
9940.0,153,492
9969.0,153,492
9993.0,153,492
10002.0,63,709
10009.0,153,492
10009.0,29,116
10019.0,63,95
10020.0,116,211
10021.0,29,95
10021.0,116,211
10022.0,29,95
10023.0,29,95
10064.0,492,601
10066.0,492,601
10067.0,492,601
10068.0,492,601
10069.0,492,601
10070.0,492,601
10071.0,492,601
10072.0,492,601
10073.0,492,601
10074.0,492,601
10075.0,492,601
10077.0,492,601
10078.0,492,601
10079.0,492,601
10082.0,492,601
10083.0,492,601
10084.0,492,601
10085.0,492,601
10086.0,492,601
10087.0,492,601
10088.0,492,601
10089.0,492,601
10089.0,63,709
10090.0,492,601
10093.0,492,601
10094.0,492,601
10101.0,268,826
10102.0,268,826
10114.0,223,496
10115.0,223,496
10117.0,223,496
10118.0,223,496
10119.0,223,496
10119.0,150,709
10120.0,223,496
10120.0,150,709
10120.0,153,601
10121.0,29,95
10121.0,223,496
10121.0,153,601
10121.0,150,709
10122.0,29,95
10122.0,223,496
10122.0,153,601
10122.0,150,709
10123.0,29,95
10123.0,223,496
10123.0,150,709
10124.0,119,804
10124.0,223,496
10125.0,223,496
10126.0,223,496
10126.0,153,601
10128.0,223,496
10128.0,153,601
10129.0,223,496
10129.0,153,601
10129.0,17,771
10130.0,223,496
10130.0,153,601
10131.0,223,496
10131.0,153,601
10132.0,223,496
10133.0,223,496
10134.0,223,496
10135.0,223,496
10136.0,223,496
10138.0,223,496
10139.0,223,496
10144.0,275,826
10145.0,804,826
10146.0,223,496
10147.0,275,804
10148.0,223,496
10149.0,223,496
10150.0,223,496
10150.0,184,751
10151.0,184,751
10152.0,223,496
10153.0,223,496
10154.0,223,496
10155.0,223,496
10155.0,184,751
10156.0,223,496
10156.0,184,751
10157.0,223,496
10158.0,223,496
10159.0,223,496
10160.0,184,751
10161.0,184,751
10162.0,184,751
10163.0,116,150
10163.0,184,751
10164.0,184,751
10165.0,268,751
10165.0,184,751
10165.0,184,268
10166.0,184,751
10167.0,184,751
10167.0,79,222
10168.0,184,751
10168.0,131,826
10169.0,184,751
10170.0,184,751
10171.0,184,751
10172.0,268,751
10172.0,184,751
10173.0,268,751
10173.0,184,751
10173.0,184,268
10174.0,268,751
10174.0,184,751
10175.0,184,751
10176.0,184,751
10177.0,268,751
10178.0,184,751
10179.0,268,751
10179.0,184,751
10179.0,184,268
10180.0,268,751
10180.0,184,751
10181.0,268,751
10181.0,184,751
10182.0,268,751
10189.0,184,268
10190.0,184,268
10216.0,116,709
10223.0,268,751
10237.0,184,751
10248.0,184,268
10249.0,184,268
10254.0,50,265
10273.0,481,709
10275.0,184,751
10277.0,184,751
10281.0,184,751
10282.0,184,751
10285.0,184,751
10324.0,123,222
10325.0,123,222
10328.0,123,222
10331.0,123,222
10332.0,123,222
10336.0,153,492
10348.0,265,826
10357.0,172,819
10359.0,265,826
10380.0,153,492
10400.0,265,826
10403.0,265,826
10408.0,265,826
10421.0,29,513
10434.0,153,492
10439.0,153,492
10490.0,95,222
10491.0,95,222
10492.0,95,222
10493.0,95,120
10494.0,95,120
10495.0,95,120
10496.0,95,120
10497.0,95,120
10498.0,95,120
10499.0,95,120
10500.0,95,120
10501.0,95,120
10502.0,95,120
10503.0,95,120
10504.0,95,120
10505.0,95,120
10506.0,95,120
10508.0,95,120
10509.0,95,120
10510.0,95,120
10511.0,95,120
10512.0,95,120
10513.0,95,120
10514.0,95,120
10515.0,95,120
10574.0,102,131
10580.0,268,845
13083.0,120,819
13089.0,119,804
13090.0,119,804
13092.0,120,819
13093.0,120,819
13095.0,120,819
13096.0,120,819
13099.0,120,819
13102.0,120,819
13117.0,35,273
13133.0,120,819
13134.0,120,819
13139.0,150,499
13141.0,779,819
13144.0,113,120
13171.0,119,762
13172.0,119,762
13196.0,819,987
13198.0,271,492
13198.0,819,987
13202.0,153,601
13203.0,153,533
13207.0,335,771
13210.0,153,271
13211.0,153,271
13213.0,153,271
13214.0,153,271
13215.0,153,271
13216.0,153,271
13218.0,153,271
13227.0,50,311
13227.0,48,311
13228.0,48,50
13229.0,48,50
13231.0,184,751
13231.0,95,194
13232.0,184,751
13232.0,95,194
13232.0,63,481
13233.0,184,751
13233.0,95,194
13233.0,56,95
13235.0,95,194
13236.0,184,751
13237.0,184,751
13238.0,184,751
13242.0,95,194
13243.0,95,194
13244.0,184,751
13248.0,50,762
13249.0,50,762
13250.0,80,102
13256.0,184,751
13256.0,134,784
13257.0,134,762
13257.0,134,784
13258.0,35,253
13258.0,56,181
13258.0,134,784
13259.0,134,784
13260.0,134,784
13262.0,79,123
13263.0,56,939
13264.0,56,939
13267.0,56,939
13268.0,56,939
13269.0,56,939
13270.0,223,311
13270.0,56,311
13270.0,56,939
13271.0,223,311
13271.0,56,939
13272.0,223,311
13272.0,56,939
13273.0,223,311
13273.0,56,311
13283.0,601,709
13287.0,79,123
13288.0,601,709
13288.0,335,762
13289.0,79,123
13289.0,601,709
13289.0,335,762
13290.0,335,762
13292.0,116,335
13293.0,116,335
13294.0,194,662
13295.0,194,662
13296.0,194,662
13299.0,601,709
13299.0,116,335
13300.0,601,709
13301.0,116,762
13301.0,79,123
13301.0,601,709
13304.0,601,709
13308.0,601,709
13309.0,153,271
13310.0,95,253
13310.0,601,709
13311.0,601,709
13311.0,205,267
13312.0,601,709
13312.0,150,709
13313.0,601,709
13314.0,39,79
13315.0,601,709
13316.0,601,709
13317.0,601,709
13318.0,601,709
13318.0,448,603
13319.0,271,492
13319.0,601,709
13320.0,271,492
13320.0,601,709
13320.0,150,709
13321.0,601,709
13322.0,271,492
13322.0,601,709
13323.0,601,709
13323.0,751,778
13325.0,751,778
13326.0,601,709
13327.0,102,771
13328.0,102,771
13332.0,271,492
13333.0,271,492
13334.0,271,492
13334.0,123,335
